,Name,OnTerritoryOfMoscow,AdmArea,District,Longitude_WGS84,Latitude_WGS84,VestibuleType,NameOfStation,Line,CulturalHeritageSiteStatus,ModeOnEvenDays,ModeOnOddDays,FullFeaturedBPAAmount,LittleFunctionalBPAAmount,BPAAmount,RepairOfEscalators,ObjectStatus,global_id,geoData,x,y
208,"Курская, вход-выход 4 в вестибюль",да,Центральный административный округ,Басманный район,37.6618065,55.7600121,наземный отдельностоящий,Курская,Кольцевая линия,выявленный объект культурного наследия,"открытие в 05:30:00; закрытие в 01:00:00; первый поезд по 1 пути в 05:45:40, по 2 пути в 05:40:50; последний поезд по 1 пути в 01:31:20, по 2 пути в 01:29:30","открытие в 05:30:00; закрытие в 01:00:00; первый поезд по 1 пути в 05:47:05, по 2 пути в 05:51:45; последний поезд по 1 пути в 01:38:05, по 2 пути в 01:35:40",4,5,9,[],действует,1773764,"{'coordinates': [37.6618065, 55.7600121], 'type': 'Point'}",37.6618065,55.7600121
209,"Кутузовская, вход-выход 2 в южный вестибюль",да,Западный административный округ,район Дорогомилово,37.534991,55.739483,наземный отдельностоящий,Кутузовская,Филёвская линия,не является объектом культурного наследия,"открытие в 05:30:00; закрытие в 01:00:00; первый поезд по 1 пути в 05:47:15, по 2 пути в 05:40:55; последний поезд по 1 пути в 01:14:15, по 2 пути в 01:15:56","открытие в 05:30:00; закрытие в 01:00:00; первый поезд по 1 пути в 05:47:45, по 2 пути в 05:40:55; последний поезд по 1 пути в 01:14:15, по 2 пути в 01:15:16",,2,2,[],действует,1773765,"{'coordinates': [37.534991, 55.739483], 'type': 'Point'}",37.534991,55.739483
210,"Кутузовская, вход-выход 1 в северный вестибюль",да,Западный административный округ,район Дорогомилово,37.534309,55.740612,наземный отдельностоящий,Кутузовская,Филёвская линия,не является объектом культурного наследия,"открытие в 05:30:00; закрытие в 01:00:00; первый поезд по 1 пути в 05:47:15, по 2 пути в 05:40:55; последний поезд по 1 пути в 01:14:15, по 2 пути в 01:15:55","открытие в 05:30:00; закрытие в 01:00:00; первый поезд по 1 пути в 05:47:45, по 2 пути в 05:40:55; последний поезд по 1 пути в 01:14:15, по 2 пути в 01:15:15",,2,2,[],действует,1773766,"{'coordinates': [37.534309, 55.740612], 'type': 'Point'}",37.534309,55.740612
211,"Ленинский проспект, вход-выход 1 в южный вестибюль",да,Юго-Западный административный округ,Гагаринский район,37.585043,55.706913,наземный отдельностоящий,Ленинский проспект,Калужско-Рижская линия,не является объектом культурного наследия,"открытие в 05:30:00; закрытие в 01:00:00; первый поезд по 1 пути в 05:43:15, по 2 пути в 06:01:25; последний поезд по 1 пути в 01:25:10, по 2 пути в 01:38:01","открытие в 05:30:00; закрытие в 01:00:00; первый поезд по 1 пути в 05:43:15, по 2 пути в 06:01:25; последний поезд по 1 пути в 01:25:10, по 2 пути в 01:38:01",2,3,5,[],действует,1773767,"{'coordinates': [37.585043, 55.706913], 'type': 'Point'}",37.585043,55.706913
212,"Марьино, вход-выход 5 в северный вестибюль",да,Юго-Восточный административный округ,район Марьино,37.743045,55.651236,подземный,Марьино,Люблинско-Дмитровская линия,не является объектом культурного наследия,"открытие в 05:30:00; закрытие в 01:00:00; первый поезд по 1 пути в 05:54:00, по 2 пути в 05:50:00; последний поезд по 1 пути в 01:55:00, по 2 пути в 01:10:00","открытие в 05:30:00; закрытие в 01:00:00; первый поезд по 1 пути в 05:54:00, по 2 пути в 05:50:00; последний поезд по 1 пути в 01:55:00, по 2 пути в 01:10:00",4,,4,[],действует,1773768,"{'coordinates': [37.743045, 55.651236], 'type': 'Point'}",37.743045,55.651236
213,"Марьино, вход-выход 6 в северный вестибюль",да,Юго-Восточный административный округ,район Марьино,37.7431633,55.6509113,подземный,Марьино,Люблинско-Дмитровская линия,не является объектом культурного наследия,"открытие в 05:30:00; закрытие в 01:00:00; первый поезд по 1 пути в 05:54:00, по 2 пути в 05:50:00; последний поезд по 1 пути в 01:55:00, по 2 пути в 01:10:06","открытие в 05:30:00; закрытие в 01:00:00; первый поезд по 1 пути в 05:54:00, по 2 пути в 05:50:00; последний поезд по 1 пути в 01:55:00, по 2 пути в 01:10:06",4,,4,[],действует,1773769,"{'coordinates': [37.7431633, 55.6509113], 'type': 'Point'}",37.7431633,55.6509113
214,"Маяковская, вход-выход 1 в северный вестибюль",да,Центральный административный округ,Тверской район,37.594548,55.771143,подземный,Маяковская,Замоскворецкая линия,объект культурного наследия регионального значения,"открытие в 05:30:00; закрытие в 01:00:00; первый поезд по 1 пути в 05:53:00, по 2 пути в 05:38:00; последний поезд по 1 пути в 01:44:00, по 2 пути в 01:26:00","открытие в 05:30:00; закрытие в 01:00:00; первый поезд по 1 пути в 05:53:00, по 2 пути в 05:38:00; последний поезд по 1 пути в 01:44:00, по 2 пути в 01:26:00",1,1,2,[],действует,1773770,"{'coordinates': [37.594548, 55.771143], 'type': 'Point'}",37.594548,55.771143
215,"Маяковская, вход-выход 4 в южный вестибюль",да,Центральный административный округ,Тверской район,37.596533,55.76926,подземный,Маяковская,Замоскворецкая линия,объект культурного наследия регионального значения,"открытие в 05:30:00; закрытие в 01:00:00; первый поезд по 1 пути в 05:53:00, по 2 пути в 05:38:00; последний поезд по 1 пути в 01:44:00, по 2 пути в 01:26:03","открытие в 05:30:00; закрытие в 01:00:00; первый поезд по 1 пути в 05:53:00, по 2 пути в 05:38:00; последний поезд по 1 пути в 01:44:00, по 2 пути в 01:26:03",3,,3,[],действует,1773771,"{'coordinates': [37.596533, 55.76926], 'type': 'Point'}",37.596533,55.76926
216,"Нагорная, вход-выход 2 в вестибюль",да,Южный административный округ,Нагорный район,37.6110945,55.6728519,подземный,Нагорная,Серпуховско-Тимирязевская линия,не является объектом культурного наследия,"открытие в 05:30:00; закрытие в 01:00:00; первый поезд по 1 пути в 05:37:25, по 2 пути в 06:02:20; последний поезд по 1 пути в 01:20:40, по 2 пути в 01:43:25","открытие в 05:30:00; закрытие в 01:00:00; первый поезд по 1 пути в 05:37:25, по 2 пути в 06:02:20; последний поезд по 1 пути в 01:20:40, по 2 пути в 01:43:25",1,3,4,[],действует,1773772,"{'coordinates': [37.6110945, 55.6728519], 'type': 'Point'}",37.6110945,55.6728519
217,"Нахимовский проспект, вход-выход 3 в северный вестибюль",да,Юго-Западный административный округ,район Зюзино,37.6062028,55.663502,подземный,Нахимовский проспект,Серпуховско-Тимирязевская линия,не является объектом культурного наследия,"открытие в 05:30:00; закрытие в 01:00:00; первый поезд по 1 пути в 05:35:45, по 2 пути в 05:18:35; последний поезд по 1 пути в 01:19:00, по 2 пути в 01:45:10","открытие в 05:30:00; закрытие в 01:00:00; первый поезд по 1 пути в 05:35:45, по 2 пути в 05:18:35; последний поезд по 1 пути в 01:19:00, по 2 пути в 01:45:10",1,2,3,[],действует,1773773,"{'coordinates': [37.6062028, 55.663502], 'type': 'Point'}",37.6062028,55.663502
218,"Нахимовский проспект, вход-выход 5 в северный вестибюль",да,Юго-Западный административный округ,район Зюзино,37.6069995,55.6635432,подземный,Нахимовский проспект,Серпуховско-Тимирязевская линия,не является объектом культурного наследия,"открытие в 05:30:00; закрытие в 01:00:00; первый поезд по 1 пути в 05:35:45, по 2 пути в 05:18:35; последний поезд по 1 пути в 01:19:00, по 2 пути в 01:45:10","открытие в 05:30:00; закрытие в 01:00:00; первый поезд по 1 пути в 05:35:45, по 2 пути в 05:18:35; последний поезд по 1 пути в 01:19:00, по 2 пути в 01:45:10",1,2,3,[],действует,1773774,"{'coordinates': [37.6069995, 55.6635432], 'type': 'Point'}",37.6069995,55.6635432
219,"Нахимовский проспект, вход-выход 2 в южный вестибюль",да,Юго-Западный административный округ,район Зюзино,37.6041081,55.661613,подземный,Нахимовский проспект,Серпуховско-Тимирязевская линия,не является объектом культурного наследия,"открытие в 05:30:00; закрытие в 01:00:00; первый поезд по 1 пути в 05:35:45, по 2 пути в 05:18:35; последний поезд по 1 пути в 01:19:00, по 2 пути в 01:45:10","открытие в 05:30:00; закрытие в 01:00:00; первый поезд по 1 пути в 05:35:45, по 2 пути в 05:18:35; последний поезд по 1 пути в 01:19:00, по 2 пути в 01:45:10",1,1,2,[],действует,1773775,"{'coordinates': [37.6041081, 55.661613], 'type': 'Point'}",37.6041081,55.661613
220,"Нахимовский проспект, вход-выход 1 в южный вестибюль",да,Юго-Западный административный округ,район Зюзино,37.6047437,55.6617517,подземный,Нахимовский проспект,Серпуховско-Тимирязевская линия,не является объектом культурного наследия,"открытие в 05:30:00; закрытие в 01:00:00; первый поезд по 1 пути в 05:35:45, по 2 пути в 05:18:35; последний поезд по 1 пути в 01:19:00, по 2 пути в 01:45:10","открытие в 05:30:00; закрытие в 01:00:00; первый поезд по 1 пути в 05:35:45, по 2 пути в 05:18:35; последний поезд по 1 пути в 01:19:00, по 2 пути в 01:45:10",1,1,2,[{'RepairOfEscalators': '28.06.2021-16.07.2022'}],действует,1773776,"{'coordinates': [37.6047437, 55.6617517], 'type': 'Point'}",37.6047437,55.6617517
221,"Нахимовский проспект, вход-выход 4 в северный вестибюль",да,Юго-Западный административный округ,район Зюзино,37.6061591,55.6637839,подземный,Нахимовский проспект,Серпуховско-Тимирязевская линия,не является объектом культурного наследия,"открытие в 05:30:00; закрытие в 01:00:00; первый поезд по 1 пути в 05:35:45, по 2 пути в 05:18:35; последний поезд по 1 пути в 01:19:00, по 2 пути в 01:45:10","открытие в 05:30:00; закрытие в 01:00:00; первый поезд по 1 пути в 05:35:45, по 2 пути в 05:18:35; последний поезд по 1 пути в 01:19:00, по 2 пути в 01:45:10",1,2,3,[],действует,1773777,"{'coordinates': [37.6061591, 55.6637839], 'type': 'Point'}",37.6061591,55.6637839
222,"Новогиреево, вход-выход 7 в западный вестибюль",да,Восточный административный округ,район Новогиреево,37.8145804,55.7522622,подземный,Новогиреево,Калининская линия,не является объектом культурного наследия,"открытие в 05:25:00; закрытие в 01:00:00; первый поезд по 1 пути в 05:30:35, по 2 пути в 06:00:15; последний поезд по 1 пути в 01:07:05, по 2 пути в 01:20:45","открытие в 05:25:00; закрытие в 01:00:00; первый поезд по 1 пути в 05:30:35, по 2 пути в 06:00:15; последний поезд по 1 пути в 01:07:05, по 2 пути в 01:20:45",4,3,7,[],действует,1773778,"{'coordinates': [37.8145804, 55.7522622], 'type': 'Point'}",37.8145804,55.7522622
223,"Новогиреево, вход-выход 5 в западный вестибюль",да,Восточный административный округ,район Новогиреево,37.81491,55.751722,подземный,Новогиреево,Калининская линия,не является объектом культурного наследия,"открытие в 05:25:00; закрытие в 01:00:00; первый поезд по 1 пути в 05:30:35, по 2 пути в 06:00:15; последний поезд по 1 пути в 01:07:05, по 2 пути в 01:20:45","открытие в 05:25:00; закрытие в 01:00:00; первый поезд по 1 пути в 05:30:35, по 2 пути в 06:00:15; последний поезд по 1 пути в 01:07:05, по 2 пути в 01:20:45",4,3,7,[],действует,1773779,"{'coordinates': [37.81491, 55.751722], 'type': 'Point'}",37.81491,55.751722
224,"Новогиреево, вход-выход 3 в восточный вестибюль",да,Восточный административный округ,район Новогиреево,37.8185824,55.7512382,подземный,Новогиреево,Калининская линия,не является объектом культурного наследия,"открытие в 05:25:00; закрытие в 01:00:00; первый поезд по 1 пути в 05:30:35, по 2 пути в 06:00:15; последний поезд по 1 пути в 01:07:05, по 2 пути в 01:20:45","открытие в 05:25:00; закрытие в 01:00:00; первый поезд по 1 пути в 05:30:35, по 2 пути в 06:00:15; последний поезд по 1 пути в 01:07:05, по 2 пути в 01:20:45",5,3,8,[],действует,1773780,"{'coordinates': [37.8185824, 55.7512382], 'type': 'Point'}",37.8185824,55.7512382
225,"Новогиреево, вход-выход 1 в восточный вестибюль",да,Восточный административный округ,район Новогиреево,37.8184026,55.7516932,подземный,Новогиреево,Калининская линия,не является объектом культурного наследия,"открытие в 05:25:00; закрытие в 01:00:00; первый поезд по 1 пути в 05:30:35, по 2 пути в 06:00:15; последний поезд по 1 пути в 01:07:05, по 2 пути в 01:20:45","открытие в 05:25:00; закрытие в 01:00:00; первый поезд по 1 пути в 05:30:35, по 2 пути в 06:00:15; последний поезд по 1 пути в 01:07:05, по 2 пути в 01:20:45",3,5,8,[],действует,1773781,"{'coordinates': [37.8184026, 55.7516932], 'type': 'Point'}",37.8184026,55.7516932
226,"Новокосино, вход-выход 1 в восточный вестибюль",нет,,,37.8655979,55.7461213,наземный отдельностоящий,Новокосино,Калининская линия,не является объектом культурного наследия,"открытие в 05:30:00; закрытие в 01:00:00; первый поезд по 1 пути в 05:40:00; последний поезд по 1 пути в 01:03:00, по 2 пути в 01:24:30","открытие в 05:30:00; закрытие в 01:00:00; первый поезд по 1 пути в 05:40:00; последний поезд по 1 пути в 01:03:00, по 2 пути в 01:24:30",5,3,8,[],действует,1773782,"{'coordinates': [37.8655979, 55.7461213], 'type': 'Point'}",37.8655979,55.7461213
227,"Новокосино, вход-выход 2 в восточный вестибюль",да,Восточный административный округ,район Новокосино,37.8658385,55.744476,подземный,Новокосино,Калининская линия,не является объектом культурного наследия,"открытие в 05:30:00; закрытие в 01:00:00; первый поезд по 1 пути в 05:40:00; последний поезд по 1 пути в 01:03:00, по 2 пути в 01:24:30","открытие в 05:30:00; закрытие в 01:00:00; первый поезд по 1 пути в 05:40:00; последний поезд по 1 пути в 01:03:00, по 2 пути в 01:24:30",5,3,8,[],действует,1773783,"{'coordinates': [37.8658385, 55.744476], 'type': 'Point'}",37.8658385,55.744476
228,"Новокосино, вход-выход 4 в западный вестибюль",да,Восточный административный округ,район Новокосино,37.862832,55.743829,подземный,Новокосино,Калининская линия,не является объектом культурного наследия,"открытие в 05:30:00; закрытие в 01:00:00; первый поезд по 1 пути в 05:40:00; последний поезд по 1 пути в 01:03:00, по 2 пути в 01:24:30","открытие в 05:30:00; закрытие в 01:00:00; первый поезд по 1 пути в 05:40:00; последний поезд по 1 пути в 01:03:00, по 2 пути в 01:24:30",4,3,7,[],действует,1773784,"{'coordinates': [37.862832, 55.743829], 'type': 'Point'}",37.862832,55.743829
229,"Новокосино, вход-выход 3 в западный вестибюль",да,Восточный административный округ,район Новокосино,37.8623576,55.7441695,подземный,Новокосино,Калининская линия,не является объектом культурного наследия,"открытие в 05:30:00; закрытие в 01:00:00; первый поезд по 1 пути в 05:40:00; последний поезд по 1 пути в 01:03:00, по 2 пути в 01:24:30","открытие в 05:30:00; закрытие в 01:00:00; первый поезд по 1 пути в 05:40:00; последний поезд по 1 пути в 01:03:00, по 2 пути в 01:24:30",4,3,7,[],действует,1773785,"{'coordinates': [37.8623576, 55.7441695], 'type': 'Point'}",37.8623576,55.7441695
230,"Новокосино, вход-выход 5 в западный вестибюль",нет,,,37.861671,55.745471,наземный отдельностоящий,Новокосино,Калининская линия,не является объектом культурного наследия,"открытие в 05:30:00; закрытие в 01:00:00; первый поезд по 1 пути в 05:40:00; последний поезд по 1 пути в 01:03:00, по 2 пути в 01:24:30","открытие в 05:30:00; закрытие в 01:00:00; первый поезд по 1 пути в 05:40:00; последний поезд по 1 пути в 01:03:00, по 2 пути в 01:24:30",4,3,7,[],действует,1773786,"{'coordinates': [37.861671, 55.745471], 'type': 'Point'}",37.861671,55.745471
231,"Пятницкое шоссе, вход-выход 3 в южный вестибюль",да,Северо-Западный административный округ,район Митино,37.354253,55.8546831,подземный,Пятницкое шоссе,Арбатско-Покровская линия,не является объектом культурного наследия,открытие в 05:30:00; закрытие в 01:00:00; первый поезд по 2 пути в 05:44:00; последний поезд по 2 пути в 01:03:00,открытие в 05:30:00; закрытие в 01:00:00; первый поезд по 2 пути в 05:44:00; последний поезд по 2 пути в 01:03:00,1,1,2,[],действует,1773789,"{'coordinates': [37.354253, 55.8546831], 'type': 'Point'}",37.354253,55.8546831
232,"Пятницкое шоссе, вход-выход 2 в южный вестибюль",да,Северо-Западный административный округ,район Митино,37.354014,55.855143,подземный,Пятницкое шоссе,Арбатско-Покровская линия,не является объектом культурного наследия,открытие в 05:30:00; закрытие в 01:00:00; первый поезд по 2 пути в 05:44:00; последний поезд по 2 пути в 01:03:00,открытие в 05:30:00; закрытие в 01:00:00; первый поезд по 2 пути в 05:44:00; последний поезд по 2 пути в 01:03:00,1,1,2,[],действует,1773790,"{'coordinates': [37.354014, 55.855143], 'type': 'Point'}",37.354014,55.855143
233,"Пятницкое шоссе, вход-выход 5 в южный вестибюль",да,Северо-Западный административный округ,район Митино,37.353016,55.855288,подземный,Пятницкое шоссе,Арбатско-Покровская линия,не является объектом культурного наследия,открытие в 05:30:00; закрытие в 01:00:00; первый поезд по 2 пути в 05:44:00; последний поезд по 2 пути в 01:03:00,открытие в 05:30:00; закрытие в 01:00:00; первый поезд по 2 пути в 05:44:00; последний поезд по 2 пути в 01:03:00,1,1,2,[],действует,1773791,"{'coordinates': [37.353016, 55.855288], 'type': 'Point'}",37.353016,55.855288
234,"Телецентр, выход из вестибюля",да,Северо-Восточный административный округ,Останкинский район,37.609212,55.8217898,наземный отдельностоящий,Телецентр,Московская монорельсовая транспортная система,не является объектом культурного наследия,"открытие в 08:00:00; закрытие в 20:00:00; первый поезд по 1 пути в 08:10:00, по 2 пути в 08:08:00; последний поезд по 1 пути в 20:15:00, по 2 пути в 20:13:00","открытие в 08:00:00; закрытие в 20:00:00; первый поезд по 1 пути в 08:10:00, по 2 пути в 08:08:00; последний поезд по 1 пути в 20:15:00, по 2 пути в 20:13:00",,2,2,[],действует,1773794,"{'coordinates': [37.609212, 55.8217898], 'type': 'Point'}",37.609212,55.8217898
235,"Тёплый стан, вход-выход 8 в северный вестибюль",да,Юго-Западный административный округ,район Тёплый Стан,37.505166,55.619857,подземный,Тёплый стан,Калужско-Рижская линия,не является объектом культурного наследия,"открытие в 05:30:00; закрытие в 01:00:00; первый поезд по 1 пути в 06:03:00, по 2 пути в 06:02:30; последний поезд по 1 пути в 01:08:35, по 2 пути в 01:55:10","открытие в 05:30:00; закрытие в 01:00:00; первый поезд по 1 пути в 06:03:00, по 2 пути в 06:02:30; последний поезд по 1 пути в 01:08:35, по 2 пути в 01:55:10",2,3,5,[],действует,1773795,"{'coordinates': [37.505166, 55.619857], 'type': 'Point'}",37.505166,55.619857
236,"Тёплый стан, вход-выход 7 в северный вестибюль",да,Юго-Западный административный округ,район Ясенево,37.5063141,55.6198202,подземный,Тёплый стан,Калужско-Рижская линия,не является объектом культурного наследия,"открытие в 05:30:00; закрытие в 01:00:00; первый поезд по 1 пути в 06:03:25, по 2 пути в 06:02:30; последний поезд по 1 пути в 01:08:35, по 2 пути в 01:55:10","открытие в 05:30:00; закрытие в 01:00:00; первый поезд по 1 пути в 06:03:25, по 2 пути в 06:02:30; последний поезд по 1 пути в 01:08:35, по 2 пути в 01:55:10",2,3,5,[],действует,1773796,"{'coordinates': [37.5063141, 55.6198202], 'type': 'Point'}",37.5063141,55.6198202
237,"Медведково, вход-выход 20 в южный вестибюль",да,Северо-Восточный административный округ,район Северное Медведково,37.661274,55.886025,наземный отдельностоящий,Медведково,Калужско-Рижская линия,не является объектом культурного наследия,открытие в 05:30:00; закрытие в 01:00:00; первый поезд по 2 пути в 05:40:00; по 2 пути в 01:03:01,открытие в 05:30:00; закрытие в 01:00:00; первый поезд по 2 пути в 05:40:00; по 2 пути в 01:03:01,5,,5,[],действует,1773797,"{'coordinates': [37.661274, 55.886025], 'type': 'Point'}",37.661274,55.886025
238,"Митино, вход-выход 8 в южный вестибюль",да,Северо-Западный административный округ,район Митино,37.363824,55.845533,подземный,Митино,Арбатско-Покровская линия,не является объектом культурного наследия,"открытие в 05:30:00; закрытие в 01:00:00; первый поезд по 1 пути в 05:50:00, по 2 пути в 05:40:00; последний поезд по 1 пути в 02:04:00, по 2 пути в 01:05:01","открытие в 05:30:00; закрытие в 01:00:00; первый поезд по 1 пути в 05:50:00, по 2 пути в 05:40:00; последний поезд по 1 пути в 02:04:00, по 2 пути в 01:05:01",1,2,3,[],действует,1773798,"{'coordinates': [37.363824, 55.845533], 'type': 'Point'}",37.363824,55.845533
239,"Митино, вход-выход 6 в северный вестибюль",да,Северо-Западный административный округ,район Митино,37.361271,55.846763,подземный,Митино,Арбатско-Покровская линия,не является объектом культурного наследия,"открытие в 05:30:00; закрытие в 01:00:00; первый поезд по 1 пути в 05:50:00, по 2 пути в 05:40:00; последний поезд по 1 пути в 02:04:00, по 2 пути в 01:05:08","открытие в 05:30:00; закрытие в 01:00:00; первый поезд по 1 пути в 05:50:00, по 2 пути в 05:40:00; последний поезд по 1 пути в 02:04:00, по 2 пути в 01:05:08",1,3,4,[],действует,1773799,"{'coordinates': [37.361271, 55.846763], 'type': 'Point'}",37.361271,55.846763
240,"Митино, вход-выход 1 в северный вестибюль",да,Северо-Западный административный округ,район Митино,37.360512,55.845982,подземный,Митино,Арбатско-Покровская линия,не является объектом культурного наследия,"открытие в 05:30:00; закрытие в 01:00:00; первый поезд по 1 пути в 05:50:00, по 2 пути в 05:40:00; последний поезд по 1 пути в 02:04:00, по 2 пути в 01:05:00","открытие в 05:30:00; закрытие в 01:00:00; первый поезд по 1 пути в 05:50:00, по 2 пути в 05:40:00; последний поезд по 1 пути в 02:04:00, по 2 пути в 01:05:00",1,3,4,[],действует,1773800,"{'coordinates': [37.360512, 55.845982], 'type': 'Point'}",37.360512,55.845982
241,"Молодёжная, вход-выход 1 в западный вестибюль",да,Западный административный округ,район Кунцево,37.415869,55.741246,подземный,Молодёжная,Арбатско-Покровская линия,не является объектом культурного наследия,"открытие в 05:30:00; закрытие в 01:00:00; первый поезд по 1 пути в 05:54:50, по 2 пути в 05:40:15; последний поезд по 1 пути в 01:46:00, по 2 пути в 01:24:00","открытие в 05:30:00; закрытие в 01:00:00; первый поезд по 1 пути в 05:54:50, по 2 пути в 05:40:15; последний поезд по 1 пути в 01:46:00, по 2 пути в 01:24:00",5,,5,[],действует,1773801,"{'coordinates': [37.415869, 55.741246], 'type': 'Point'}",37.415869,55.741246
242,"Молодёжная, вход-выход 2 в восточный вестибюль",да,Западный административный округ,район Кунцево,37.417866,55.740201,подземный,Молодёжная,Арбатско-Покровская линия,не является объектом культурного наследия,"открытие в 05:30:00; закрытие в 01:00:00; первый поезд по 1 пути в 05:54:50, по 2 пути в 05:40:15; последний поезд по 1 пути в 01:46:00, по 2 пути в 01:24:00","открытие в 05:30:00; закрытие в 01:00:00; первый поезд по 1 пути в 05:54:50, по 2 пути в 05:40:15; последний поезд по 1 пути в 01:46:00, по 2 пути в 01:24:00",3,,3,[],действует,1773802,"{'coordinates': [37.417866, 55.740201], 'type': 'Point'}",37.417866,55.740201
243,"Мякинино, вход-выход 3 в южный вестибюль",нет,,,37.385197,55.823540,наземный отдельностоящий,Мякинино,Арбатско-Покровская линия,не является объектом культурного наследия,"открытие в 05:30:00; закрытие в 01:00:00; первый поезд по 1 пути в 05:55:20, по 2 пути в 05:45:50; последний поезд по 1 пути в 02:00:05, по 2 пути в 01:10:25","открытие в 05:30:00; закрытие в 01:00:00; первый поезд по 1 пути в 05:55:20, по 2 пути в 05:45:50; последний поезд по 1 пути в 02:00:05, по 2 пути в 01:10:25",2,,2,[],действует,1773803,"{'coordinates': [37.385197, 55.82354], 'type': 'Point'}",37.385197,55.82354
244,"Нагатинская, вход-выход 4 в южный вестибюль",да,Южный административный округ,Нагорный район,37.6209364,55.6822357,подземный,Нагатинская,Серпуховско-Тимирязевская линия,не является объектом культурного наследия,"открытие в 05:30:00; закрытие в 01:00:00; первый поезд по 1 пути в 05:39:25, по 2 пути в 06:00:10; последний поезд по 1 пути в 01:22:40, по 2 пути в 01:41:30","открытие в 05:30:00; закрытие в 01:00:00; первый поезд по 1 пути в 05:39:25, по 2 пути в 06:00:10; последний поезд по 1 пути в 01:22:40, по 2 пути в 01:41:30",1,5,6,[],действует,1773804,"{'coordinates': [37.6209364, 55.6822357], 'type': 'Point'}",37.6209364,55.6822357
245,"Нагатинская, вход-выход 2 в южный вестибюль",да,Южный административный округ,Нагорный район,37.621332,55.682143,подземный,Нагатинская,Серпуховско-Тимирязевская линия,не является объектом культурного наследия,"открытие в 05:30:00; закрытие в 01:00:00; первый поезд по 1 пути в 05:39:25, по 2 пути в 06:00:10; последний поезд по 1 пути в 01:22:40, по 2 пути в 01:41:30","открытие в 05:30:00; закрытие в 01:00:00; первый поезд по 1 пути в 05:39:25, по 2 пути в 06:00:10; последний поезд по 1 пути в 01:22:40, по 2 пути в 01:41:30",1,5,6,[],действует,1773805,"{'coordinates': [37.621332, 55.682143], 'type': 'Point'}",37.621332,55.682143
246,"Охотный ряд, вход-выход 3 в южный вестибюль",да,Центральный административный округ,Тверской район,37.614745,55.757306,подземный,Охотный ряд,Сокольническая линия,выявленный объект культурного наследия,"открытие в 05:30:00; закрытие в 01:00:00; первый поезд по 1 пути в 05:40:40, по 2 пути в 05:57:55; последний поезд по 1 пути в 01:23:45, по 2 пути в 01:45:62","открытие в 05:30:00; закрытие в 01:00:00; первый поезд по 1 пути в 05:40:40, по 2 пути в 05:57:55; последний поезд по 1 пути в 01:23:45, по 2 пути в 01:45:62",,3,3,[],действует,1773806,"{'coordinates': [37.614745, 55.757306], 'type': 'Point'}",37.614745,55.757306
247,"Охотный ряд, вход-выход 4 в южный вестибюль",да,Центральный административный округ,Тверской район,37.615083,55.757195,подземный,Охотный ряд,Сокольническая линия,выявленный объект культурного наследия,"открытие в 05:30:00; закрытие в 01:00:00; первый поезд по 1 пути в 05:40:40, по 2 пути в 05:57:55; последний поезд по 1 пути в 01:23:45, по 2 пути в 01:45:61","открытие в 05:30:00; закрытие в 01:00:00; первый поезд по 1 пути в 05:40:40, по 2 пути в 05:57:55; последний поезд по 1 пути в 01:23:45, по 2 пути в 01:45:61",,3,3,[],действует,1773807,"{'coordinates': [37.615083, 55.757195], 'type': 'Point'}",37.615083,55.757195
248,"Охотный ряд, вход-выход 6 в южный вестибюль",да,Центральный административный округ,Тверской район,37.615929,55.756667,подземный,Охотный ряд,Сокольническая линия,выявленный объект культурного наследия,"открытие в 05:30:00; закрытие в 01:00:00; первый поезд по 1 пути в 05:40:40, по 2 пути в 05:57:55; последний поезд по 1 пути в 01:23:45, по 2 пути в 01:45:58","открытие в 05:30:00; закрытие в 01:00:00; первый поезд по 1 пути в 05:40:40, по 2 пути в 05:57:55; последний поезд по 1 пути в 01:23:45, по 2 пути в 01:45:58",,3,3,[],действует,1773808,"{'coordinates': [37.615929, 55.756667], 'type': 'Point'}",37.615929,55.756667
249,"Охотный ряд, вход-выход 7 в южный вестибюль",да,Центральный административный округ,Тверской район,37.617727,55.756080,подземный,Охотный ряд,Сокольническая линия,выявленный объект культурного наследия,"открытие в 05:30:00; закрытие в 01:00:00; первый поезд по 1 пути в 05:40:40, по 2 пути в 05:57:55; последний поезд по 1 пути в 01:23:45, по 2 пути в 01:45:57","открытие в 05:30:00; закрытие в 01:00:00; первый поезд по 1 пути в 05:40:40, по 2 пути в 05:57:55; последний поезд по 1 пути в 01:23:45, по 2 пути в 01:45:57",,3,3,[],действует,1773809,"{'coordinates': [37.617727, 55.75608], 'type': 'Point'}",37.617727,55.75608
250,"Охотный ряд, вход-выход 5 в южный вестибюль",да,Центральный административный округ,Тверской район,37.615630,55.756804,подземный,Охотный ряд,Сокольническая линия,выявленный объект культурного наследия,"открытие в 05:30:00; закрытие в 01:00:00; первый поезд по 1 пути в 05:40:40, по 2 пути в 05:57:55; последний поезд по 1 пути в 01:23:45, по 2 пути в 01:45:59","открытие в 05:30:00; закрытие в 01:00:00; первый поезд по 1 пути в 05:40:40, по 2 пути в 05:57:55; последний поезд по 1 пути в 01:23:45, по 2 пути в 01:45:59",,3,3,[],действует,1773810,"{'coordinates': [37.61563, 55.756804], 'type': 'Point'}",37.61563,55.756804
