ID точки,Город,Область,Тип Пункта,Название пункта приема/выдачи,Адрес пункта приема/выдачи,Метро,"Макс. габариты 1 места, см","Макс. размер коробки, см","Макс. вес 1 места, кг",Способы оплаты,Время работы,График обслуживания,Услуга по приему возвратов,Широта,Долгота,Временное закрытие точки,x,y
5001-369,Серпухов,Московская обл.,Постамат,Постамат: PickPoint: 5001-369: ТЦ Чернышевский,"142209, Чернышевского ул., д. 27",,62.9x40.5x35.8,,15 кг,Карта,Ежедневно: 9-21,"Пн, Ср, Пт",Да,54.910182,37.389239,Нет,4162151.0466280053,7344453.7476335885
5001-253,Раменское,Московская обл.,Постамат,Постамат: PickPoint: 5001-253: Пятерочка,"140105, Левашова ул., д. 25А",,62.9x40.5x35.8,,15 кг,Карта,Ежедневно: 8-23,"Вт, Чт, Сб",Да,55.58305,38.211355,Нет,4253668.581121008,7475856.53858056
5001-032,Балашиха,Московская обл.,Постамат,Постамат: PickPoint: 5001-032: ТРЦ Юнион,"143980, Железнодорожный мкр., Советская ул., д. 5",,63.6x61.8x55.5,XXL,15 кг,Карта,Ежедневно: 12-20:30,"Пн, Вт, Ср, Чт, Пт, Сб",Да,55.751472,38.00948,Нет,4231195.958917117,7509099.009701527
5001-033,Ивантеевка,Московская обл.,Постамат,Постамат: PickPoint: 5001-033: ТЦ Гагарин,"141280, Советский пр-кт, д. 2А",,63.6x61.8x55.5,XXL,15 кг,Карта,Ежедневно: 10-22,"Вт, Чт, Сб",Да,55.975258,37.906904,Нет,4219777.250829505,7553491.799526099
5001-034,Раменское,Московская обл.,Постамат,Постамат: PickPoint: 5001-034: ТЦ Антей,"140108, Гурьева ул., д. 27",,63.6x61.8x55.5,XXL,15 кг,Карта,Ежедневно: 10-20,"Вт, Чт, Сб",Да,55.563991,38.234213,Нет,4256213.122041561,7472103.73994663
7701-076,Москва,Московская обл.,Постамат,Постамат: PickPoint: 7701-076: ТЦ Эго Молл,"127081, Дежнева проезд, д. 21",метро Бабушкинская,63.6x61.8x55.5,XXL,15 кг,Карта,Ежедневно: 10-22,"Пн, Вт, Ср, Чт, Пт, Сб",Да,55.870491,37.637872,Нет,4189828.745582409,7532677.15767468
7701-758,Москва,Московская обл.,Постамат,Постамат: PickPoint: 7701-758,"127560, Коненкова ул., д. 13, стр. 2",метро Бибирево,34.6x23.5x43.6,,15 кг,Карта,Круглосуточно,"Пн, Вт, Ср, Чт, Пт, Сб",Нет,55.891251,37.608983,Нет,4186612.836812882,7536797.195388639
7701-759,Москва,Московская обл.,Постамат,Постамат: PickPoint: 7701-759: Дикси,"119602, ул Мичуринский проспект.Олимпийская деревня, д 4 к 2",метро Озерная,34.6x23.5x43.6,,15 кг,Карта,Ежедневно: 8-23,"Пн, Вт, Ср, Чт, Пт, Сб",Нет,55.675757,37.468623,Нет,4170988.0330851385,7494136.976031451
7701-760,Москва,Московская обл.,Постамат,Постамат: PickPoint: 7701-760: Кофейня,"109028, Покровский б-р, д. 14/6",метро Китай-город,34.6x23.5x43.6,,15 кг,Карта,Ежедневно: 9-22,"Пн, Вт, Ср, Чт, Пт, Сб",Нет,55.754983,37.647675,Нет,4190920.0105506554,7509793.522226077
5001-379,Балашиха,Московская обл.,Постамат,Постамат: PickPoint: 5001-379: Лента,"143985, мкр Саввино, ул Пригородная, стр 90",,62.9x40.5x35.8,,15 кг,Карта,Ежедневно: 8-23,"Пн, Вт, Ср, Чт, Пт, Сб",Да,55.72435,37.993575,Нет,4229425.422416049,7503736.099780403
5001-380,Наро-Фоминск,Московская обл.,Постамат,Постамат: PickPoint: 5001-380: ТЦ Каравай,"143300, Свободы пл., д. 13А",,61.8x36.8x36,L,15 кг,Карта,Ежедневно: 9-21,"Пн, Ср, Пт",Да,55.385582,36.733145,Нет,4089114.9966354826,7437062.221504972
5001-189,Павловский Посад,Московская обл.,Постамат,Постамат: PickPoint: 5001-189: ТЦ Купеческий,"142500, Каляева пер., д. 1",,62.9x40.5x35.8,XXL,15 кг,Карта,Ежедневно: 8-20,"Пн, Ср, Пт",Да,55.776765,38.678689,Нет,4305691.964031392,7514103.627300581
5001-190,Талдом,Московская обл.,Постамат,Постамат: PickPoint: 5001-190: ТЦ Апельсин,"141900, Советская ул., д. 10",,62.9x40.5x35.8,XXL,15 кг,Карта,Ежедневно: 9-21,"Пн, Ср, Пт",Да,56.725204,37.533018,Нет,4178156.451694771,7704158.929250019
5001-188,Балашиха,Московская обл.,Постамат,Постамат: PickPoint: 5001-188: ТЦ Восточный ветер,"143911, 1 Мая мкр., д. 4",,62.9x40.5x35.8,XXL,15 кг,Карта,Ежедневно: 9-22,"Пн, Вт, Ср, Чт, Пт, Сб",Да,55.809076,37.84127,Нет,4212470.90737078,7520501.593603755
5001-191,Королёв,Московская обл.,Постамат,Постамат: PickPoint: 5001-191: ТЦ Каньон,"141071, Грабина ул., д. 8Б",,47x40.5x35.3,XXL,15 кг,Карта,Ежедневно: 10-20,"Пн, Вт, Ср, Чт, Пт, Сб",Да,55.925798,37.820403,Нет,4210148.003556396,7543658.29517592
7705-755,Москва,Московская обл.,Постамат,Постамат: Халва: 7705-755: Магнит Косметик,"111141, 2-я Владимирская ул., д. 44/10",метро Перово,45.7x42.7x21.1,,15 кг,Карта,Ежедневно: 10-22,"Пн, Вт, Ср, Чт, Пт, Сб",Нет,55.749176,37.785047,Нет,4206212.191639909,7508644.870689694
5005-691,Хотьково,Московская обл.,Постамат,Постамат: Халва: 5005-691: Wildberries,"141371, Академика Королева ул., д. 9",,45.7x42.7x32.1,L,15 кг,Карта,Ежедневно: 10-21,"Вт, Чт, Сб",Нет,56.256458,37.982908,Нет,4228237.977407757,7609639.510794798
5001-233,Павловский Посад,Московская обл.,Постамат,Постамат: PickPoint: 5001-233: Центр единоборств,"142502, Большая Покровская ул., д. 58",,34.6x23.5x43.6,,15 кг,Карта,Ежедневно: 10-21,"Пн, Ср, Пт",Нет,55.767777,38.657029,Нет,4303280.783860809,7512324.838354045
5002-619,Балашиха,Московская обл.,ПВЗ,ПВЗ: PickPoint: 5002-619,"143909, Дмитриева ул., д. 26",,180,XXL,31.5 кг,"Карта, Наличные",Пн-Пт: 10-20; Сб-Вс: 10-19,"Пн, Вт, Ср, Чт, Пт, Сб",Нет,55.83356,37.931698,Нет,4222537.306284233,7525353.257659741
5002-620,Дмитров,Московская обл.,ПВЗ,ПВЗ: PickPoint: 5002-620,"141801, Спасская ул., д. 6А",,180,XXL,31.5 кг,Оплата только на сайте,Ежедневно: 9-21,"Вт, Чт, Сб",Нет,56.370289,37.538521,Нет,4178769.042852607,7632485.657535945
7701-405,Москва,Московская обл.,Постамат,Постамат: PickPoint: 7701-405: Аптека,"127247, Дмитровское шоссе, д. 107А, к. 5",метро Селигерская,34.6x23.5x43.6,,15 кг,Карта,Ежедневно: 9-22,"Пн, Вт, Ср, Чт, Пт, Сб",Нет,55.877411,37.538416,Нет,4178757.354306073,7534050.2587868525
5005-693,Коммунарка,Московская обл.,Постамат,Постамат: Халва: 5005-693: Магнит,"108814, Ясная ул., д. 5",,42.7x21.1x45.7,,15 кг,Карта,Ежедневно: 8-23,"Пн, Вт, Ср, Чт, Пт, Сб",Нет,55.567371,37.475234,Нет,4171723.9662387725,7472769.143562251
5005-692,Коммунарка,Московская обл.,Постамат,Постамат: Халва: 5005-692: Магнит,"108801, Александры Монаховой ул., д. 96/2",,45.7x42.7x32.1,L,15 кг,Карта,Ежедневно: 8:30-22,"Пн, Вт, Ср, Чт, Пт, Сб",Нет,55.540917,37.486126,Нет,4172936.4581324933,7467562.8062659595
7701-590,Москва,Московская обл.,Постамат,Постамат: PickPoint: 7701-590: ТЦ Крылья,"123182, Авиационная ул., д. 66",метро Щукинская,40.5x35.8x64,,15 кг,Карта,Ежедневно: 10-22,"Пн, Вт, Ср, Чт, Пт, Сб",Да,55.809687,37.460098,Нет,4170039.034426126,7520622.630097245
5001-192,Дедовск,Московская обл.,Постамат,Постамат: PickPoint: 5001-192: ТЦ Восход,"143530, Гагарина ул., д. 10",,62.9x40.5x35.8,XXL,15 кг,Карта,Ежедневно: 9-20,"Пн, Ср, Пт",Да,55.860332,37.121379,Нет,4132333.0078241187,7530661.801120761
7701-701,Москва,Московская обл.,Постамат,Постамат: PickPoint: 7701-701,"111672, Суздальская ул., д. 36, к. 1",метро Новокосино,34.6x23.5x43.6,,15 кг,Карта,Ежедневно: 8-21,"Пн, Вт, Ср, Чт, Пт, Сб",Нет,55.744928,37.869426,Нет,4215605.2189535545,7507804.7048656
7701-435,Москва,Московская обл.,Постамат,Постамат: PickPoint: 7701-435: Динозаврик,"125319, 1-я Аэропортовская ул., д. 6",метро Аэропорт,62.9x40.5x35.8,XXL,15 кг,Карта,Ежедневно: 9-22,"Пн, Вт, Ср, Чт, Пт, Сб",Да,55.801703,37.536743,Нет,4178571.116797976,7519041.183524103
7701-437,Москва,Московская обл.,Постамат,Постамат: PickPoint: 7701-437: Экспресс Фото,"109156, Генерала Кузнецова ул., д. 19, к. 1",метро Жулебино,62.9x40.5x35.8,,15 кг,Карта,Пн-Пт: 9-20; Сб-Вс: 10-18,"Пн, Вт, Ср, Чт, Пт, Сб",Да,55.684148,37.857144,Нет,4214237.992967632,7495793.692771772
5005-695,Электросталь,Московская обл.,Постамат,Постамат: Халва: 5005-695: ТОЦ Солнечный,"144001, Карла Маркса ул., д. 45/2",,42.7x21.1x45.7,,15 кг,Карта,Ежедневно: 10-22,"Вт, Чт, Сб",Нет,55.803494,38.461701,Нет,4281536.970363141,7519395.911171235
7705-756,Москва,Московская обл.,Постамат,Постамат: Халва: 7705-756: Магнит Косметик,"119619, Производственная ул., д. 10, к. 1",,45.7x42.7x32.1,L,15 кг,Карта,Ежедневно: 10-22,"Пн, Вт, Ср, Чт, Пт, Сб",Нет,55.644319,37.385314,Нет,4161714.117626642,7487933.023857358
5005-694,Коломна,Московская обл.,Постамат,Постамат: Халва: 5005-694: Магнит,"140411, Кирова пр-кт, д. 40",,45.7x42.7x32.1,L,15 кг,Карта,Ежедневно: 8:30-22,"Пн, Ср, Пт",Нет,55.079755,38.761697,Нет,4314932.372323159,7377360.343407677
5001-036,Раменское,Московская обл.,Постамат,Постамат: PickPoint: 5001-036: ТЦ Пирамида,"140105, Космонавтов ул., д. 40Г",,63.6x61.8x55.5,XXL,15 кг,Карта,Ежедневно: 10-21:30,"Вт, Чт, Сб",Да,55.591137,38.203975,Нет,4252847.043278954,7477449.454051388
5001-193,Дмитров,Московская обл.,Постамат,Постамат: PickPoint: 5001-193: ТЦ Ларан,"141800, Профессиональная ул., д. 26, к. 1",,62.9x40.5x35.8,XXL,15 кг,Карта,Ежедневно: 8-20,"Вт, Чт, Сб",Да,56.356083,37.526851,Нет,4177469.9443950495,7629630.758194813
5005-696,Коломна,Московская обл.,Постамат,Постамат: Халва: 5005-696: Магнит,"140411, Макеева ул., д. 3, к. 2",,45.7x42.7x32.1,L,15 кг,Карта,Ежедневно: 9-22,"Пн, Ср, Пт",Нет,55.084877,38.759613,Нет,4314700.382504347,7378356.464036071
5005-697,Белоозерский,Московская обл.,Постамат,Постамат: Халва: 5005-697: Магнит,"140251, 50 лет Октября ул., д. 5",,45.7x42.7x32.1,L,15 кг,Карта,Ежедневно: 9-22,"Вт, Чт, Сб",Нет,55.448127,38.481566,Нет,4283748.332047749,7449328.711911348
