ID точки,Город,Область,Тип Пункта,Название пункта приема/выдачи,Адрес пункта приема/выдачи,Метро,"Макс. габариты 1 места, см","Макс. размер коробки, см","Макс. вес 1 места, кг",Способы оплаты,Время работы,График обслуживания,Услуга по приему возвратов,Широта,Долгота,Временное закрытие точки,x,y
9902-024,Москва,Московская обл.,ПВЗ,ПВЗ: Халва: 9902-024: Совкомбанк,"107061, Большая Черкизовская ул., д. 5, к. 1",метро Преображенская площадь,180,XXL,20 кг,Карта,Пн-Пт: 10-21; Сб: 10-17; Вс: 10-16,"Пн, Вт, Ср, Чт, Пт, Сб",Нет,55.797483,37.72069,Нет,4199048.003170926,7518205.429683925
5005-464,Дрожжино,Московская обл.,Постамат,Постамат: PickPoint: 5005-464: Продукты,"142720, Южная ул., д. 19, к. 1",,43.6x34.6x23,,15 кг,Наличные,Ежедневно: 10-20,"Пн, Вт, Ср, Чт, Пт, Сб",Нет,55.521046,37.593262,Нет,4184862.783098121,7463654.354065256
5005-447,Долгопрудный,Московская обл.,Постамат,Постамат: PickPoint: 5005-447: Фикс-Прайс,"141701, Московское шоссе, д. 33Б",,43.6x34.6x23,,15 кг,Наличные,Ежедневно: 9-21,"Вт, Чт, Сб",Нет,55.937445,37.520282,Нет,4176738.686660028,7545972.7900099065
5002-470,Щелково,Московская обл.,ПВЗ,ПВЗ: PickPoint: 5002-470,"141103, Чкаловская ул., д. 1",,180,XXL,31.5 кг,"Карта, Наличные",Пн-Пт: 10-20; Сб-Вс: 10-19,"Пн, Ср, Пт",Да,55.905232,38.041894,Нет,4234804.268891689,7539573.112313337
5002-862,Химки,Московская обл.,ПВЗ,ПВЗ: Ozon: 5002-862,"141410, 9 Мая ул., д. 8А",,180,XXL,31.5 кг,Оплата только на сайте,Ежедневно: 10-21,"Пн, Вт, Ср, Чт, Пт, Сб",Нет,55.901571,37.415496,Нет,4165073.962497764,7538846.12685697
5001-602,Серпухов,Московская обл.,Постамат,Постамат: PickPoint: 5001-602: ТЦ Атлас,"142214, Советская ул., д. 111",,62.9x40.5x35.8,XXL,15 кг,Карта,Ежедневно: 10-22,"Пн, Ср, Пт",Да,54.934783,37.448611,Нет,4168760.3074353836,7349219.097085358
9905-103,Москва,Московская обл.,Постамат,Постамат: Халва: Ленинградский рынок,"125315, Часовая ул., д. 11/3, стр. 1",,38.2x35.2x45.7,L,15 кг,Карта,Ежедневно: 8-20,"Пн, Вт, Ср, Чт, Пт, Сб",Нет,55.8078,37.529807,Нет,4177799.004809834,7520248.829573898
5001-755,Красногорск,Московская обл.,Постамат,Постамат: PickPoint: 5001-755: Лента,"143405, Ильинское шоссе, д. 14, к. 1",,40.5x56.5x62.5,XXL,15 кг,Карта,Ежедневно: 8-23,"Пн, Вт, Ср, Чт, Пт, Сб",Да,55.804162,37.322934,Нет,4154770.007790957,7519528.220245148
7701-793,Москва,Московская обл.,Постамат,Постамат: PickPoint: 7701-793: Ароматный Мир,"121309, Барклая ул., д. 12",метро Багратионовская,40.5x35.8x64,L,15 кг,Карта,Ежедневно: 9-22,"Пн, Вт, Ср, Чт, Пт, Сб",Да,55.744793,37.498637,Нет,4174329.1762818075,7507778.006180186
7701-130,Москва,Московская обл.,Постамат,Постамат: PickPoint: 7701-130: ТЦ Волна,"107589, Хабаровская ул., д. 12/23",метро Щелковская,62.9x40.5x35.8,XXL,15 кг,Карта,Пн-Пт: 9-21; Сб-Вс: 9-19,"Пн, Вт, Ср, Чт, Пт, Сб",Да,55.820941,37.826691,Нет,4210847.980514504,7522852.3393502915
7701-606,Москва,Московская обл.,Постамат,Постамат: PickPoint: 7701-606: Магнит,"119361, Наташи Ковшовой ул., д. 8,  к. 1",метро Озерная,62.9x40.5x35.8,,15 кг,Карта,Ежедневно: 10-22,"Пн, Вт, Ср, Чт, Пт, Сб",Да,55.681178,37.448815,Нет,4168783.0166115053,7495207.25614887
7701-562,Москва,Московская обл.,Постамат,Постамат: PickPoint: 7701-562: ТЦ Александр Лэнд,"127560, Пришвина ул., д. 22",метро Бибирево,47x40.5x35.3,,15 кг,Карта,Пн-Пт: 10-21; Сб-Вс: 10-22,"Пн, Вт, Ср, Чт, Пт, Сб",Да,55.885772,37.602661,Нет,4185909.0749920867,7535709.61687178
7701-569,Москва,Московская обл.,Постамат,Постамат: PickPoint: 7701-569,"117449, Шверника ул., д. 8/1,  к. 1",,40.5x56.5x62.5,XXL,15 кг,Карта,Ежедневно: 9-21,"Пн, Вт, Ср, Чт, Пт, Сб",Да,55.692774,37.583998,Нет,4183831.519335413,7497497.178428357
5015-012,Коломна,Московская обл.,Постамат,Постамат: Халва: 5015-012: Магнит,"140410, Зеленая ул., д. 33",,38.2x35.2x45.7,L,15 кг,Карта,Ежедневно: 8-23,"Пн, Ср, Пт",Нет,55.07697,38.776612,Нет,4316592.702528342,7376818.773364512
9905-102,Москва,Московская обл.,Постамат,Постамат: Халва: 9905-102: Магнит,"125130, Нарвская ул., д. 9А",,38.2x35.2x45.7,L,15 кг,Карта,Ежедневно: 8-22:30,"Пн, Вт, Ср, Чт, Пт, Сб",Нет,55.833637,37.504124,Нет,4174939.98632779,7525368.520528475
5001-571,Щемилово,Московская обл.,Постамат,Постамат: PickPoint: 5001-571: Салон Красоты,"142452, Орлова ул., д. 8",,40.5x35.8x64,L,15 кг,Карта,Пн-Пт: 10-21; Сб-Вс: 11-20,"Вт,Чт,Сб",Да,55.804769,38.081229,Нет,4239183.021062043,7519648.449171721
5015-013,Сапроново,Московская обл.,Постамат,Постамат: Халва: 5015-013: Соседский центр,"142701, Калиновая ул., д. 1",,38.2x35.2x45.7,L,15 кг,Карта,Пн-Пт: 8-22; Сб-Вс: 10-22,"Пн, Ср, Пт",Нет,55.534071,37.716074,Нет,4198534.152401424,7466216.034871526
5002-473,Клин,Московская обл.,ПВЗ,ПВЗ: PickPoint: 5002-473: Галилео,"141606, Спортивная ул., д. 21  к. 33",,180,XXL,31.5 кг,Наличные,Пн-Сб: 10-20; Вс: 10-18,"Пн, Ср, Пт",Нет,56.330944,36.728437,Нет,4088590.9044728284,7624581.321160867
5002-477,Орехово-Зуево,Московская обл.,ПВЗ,ПВЗ: PickPoint: 5002-477: Галилео,"142600, Карла Либкнехта ул., д. 7",,180,XXL,31.5 кг,Наличные,Ежедневно: 9-19,"Пн, Ср, Пт",Нет,55.801142,38.976306,Нет,4338822.536922813,7518930.074535029
5002-476,Пушкино,Московская обл.,ПВЗ,ПВЗ: PickPoint: 5002-476: Галилео,"141204, Тургенева ул., д. 5",,180,XXL,31.5 кг,Наличные,Пн-Сб: 10-20; Вс: 10-18,"Пн, Ср, Пт",Нет,56.012585,37.847822,Нет,4213200.272674457,7560921.381655551
5002-475,Ивантеевка,Московская обл.,ПВЗ,ПВЗ: PickPoint: 5002-475,"141282, Толмачева ул., д. 1/2",,180,XXL,31.5 кг,Наличные,Пн-Сб: 10-20; Вс: 10-18,"Вт, Чт, Сб",Нет,55.967753,37.913549,Нет,4220516.968845827,7551998.866864438
5002-474,Королёв,Московская обл.,ПВЗ,ПВЗ: PickPoint: 5002-474: Галилео,"141070, Октябрьская ул., д. 12/2",,180,XXL,31.5 кг,Наличные,Пн-Сб: 10-20; Вс: 10-18,"Пн, Вт, Ср, Чт, Пт, Сб",Нет,55.918935,37.812488,Нет,4209266.909786768,7542294.803729816
5002-479,Дзержинский,Московская обл.,ПВЗ,ПВЗ: Ситилинк: 5002-479: ТЦ Луч,"140090, Лесная ул.,  д 18",,180,XXL,31.5 кг,"Карта, Наличные",Ежедневно: 10-20 (обед: 14-15),"Пн, Ср, Пт",Нет,55.629221,37.865409,Нет,4215158.048559038,7484955.365388952
7705-545,Москва,Московская обл.,Постамат,Постамат: Халва: 7705-545: Пятерочка,"115516, Севанская ул., д. 15, к. 1","метро Царицыно, Кантемировская",45.7x42.7x32.1,L,15 кг,Карта,Ежедневно: 8-23,"Пн, Вт, Ср, Чт, Пт, Сб",Нет,55.623742,37.653545,Нет,4191573.4559616125,7483875.069490289
7705-544,Москва,Московская обл.,Постамат,Постамат: Халва: 7705-544: Пятерочка,"123181, Исаковского ул.,  д. 33, к. 1",метро Строгино,45.7x42.7x32.1,L,15 кг,Карта,Ежедневно: 8-23,"Пн, Вт, Ср, Чт, Пт, Сб",Нет,55.805152,37.418146,Нет,4165368.959148366,7519724.311221745
5005-468,Истра,Московская обл.,Постамат,Постамат: Халва: 5005-468: Перекресток,"143500, Шнырева ул.,  д. 4",,45.7x42.7x32.1,L,15 кг,Карта,Ежедневно: 8-23,"Пн, Ср, Пт",Нет,55.91458,36.868243,Нет,4104154.037202673,7541429.708861068
7701-568,Москва,Московская обл.,Постамат,Постамат: PickPoint: 7701-568: БЦ Святогор,"115114, Летниковская ул., д. 10, стр. 2",метро Павелецкая,47x40.5x35.3,,15 кг,Карта,Ежедневно: 6-23:59,"Пн, Вт, Ср, Чт, Пт, Сб",Да,55.725611,37.643291,Нет,4190431.9859030177,7503985.358297401
7705-546,Москва,Московская обл.,Постамат,Постамат: PickPoint: 7705-546: ТЦ Большая Медведица,"127282, Студеный проезд, д. 7А",метро Медведково,43.6x34.6x23,,15 кг,Наличные,Ежедневно: 10-20,"Пн, Вт, Ср, Чт, Пт, Сб",Нет,55.89373,37.662583,Нет,4192579.561519401,7537289.325996451
7705-549,Москва,Московская обл.,Постамат,Постамат: Халва: 7705-549: Перекресток,"127322, Милашенкова ул., д. 4, стр. 7",метро Фонвизинская,45.7x42.7x32.1,L,15 кг,Карта,Круглосуточно,"Пн, Вт, Ср, Чт, Пт, Сб",Нет,55.822948,37.589338,Нет,4184425.9654162484,7523250.045859248
5002-484,Шатура,Московская обл.,ПВЗ,ПВЗ: Мегафон: 5002-484: ТЦ Радужный,"140704, Спортивная ул., д. 2",,90,L,31.5 кг,Оплата только на сайте,Ежедневно: 10-21,"Пн, Ср, Пт",Нет,55.582552,39.522385,Нет,4399611.773135713,7475758.457072145
7702-609,Москва,Московская обл.,ПВЗ,ПВЗ: Мегафон: 7702-609: ТЦ Вешняки,"111538, Вешняковская ул., д. 18",метро Выхино,90,L,31.5 кг,Оплата только на сайте,Ежедневно: 9-21,"Пн, Вт, Ср, Чт, Пт, Сб",Нет,55.723958,37.825683,Нет,4210735.770467784,7503658.615822781
5002-481,Котельники,Московская обл.,ПВЗ,ПВЗ: Мегафон: 5002-481,"140055, Опытное Поле мкр., д. 9",метро Котельники,90,L,31.5 кг,Оплата только на сайте,Ежедневно: 9-21,"Пн, Ср, Пт",Нет,55.672565,37.859848,Нет,4214539.000870737,7493506.841728015
7702-608,Москва,Московская обл.,ПВЗ,ПВЗ: Мегафон: 7702-608,"111672, Новокосинская ул., д. 35",метро Новокосино,90,L,31.5 кг,Оплата только на сайте,Ежедневно: 9-21,"Пн, Вт, Ср, Чт, Пт, Сб",Нет,55.74362,37.866109,Нет,4215235.972202593,7507546.028157316
7702-607,Москва,Московская обл.,ПВЗ,ПВЗ: Мегафон: 7702-607,"127015, Бутырская ул., д. 97",метро Дмитровская,90,L,31.5 кг,Оплата только на сайте,Ежедневно: 9-21,"Пн, Вт, Ср, Чт, Пт, Сб",Нет,55.807698,37.579874,Нет,4183372.4377553803,7520228.624656418
7702-606,Москва,Московская обл.,ПВЗ,ПВЗ: Мегафон: 7702-606,"115477, Пролетарский пр-кт, д. 23",метро Кантемировская,90,L,31.5 кг,Оплата только на сайте,Ежедневно: 9-21,"Пн, Вт, Ср, Чт, Пт, Сб",Нет,55.636928,37.656382,Нет,4191889.2693569926,7486475.21232895
5005-971,Одинцово (Одинцовский),Московская обл.,Постамат,Постамат: Халва: 5005-971: Совкомбанк,"143005, Можайское шоссе, д. 119Б",,38.2x35.2x45.7,L,15 кг,Карта,Пн-Пт: 10-19; Сб-Вс: Выходной,"Пн, Вт, Ср, Чт, Пт",Нет,55.681506,37.289793,Нет,4151080.7685465775,7495272.018679341
7701-131,Москва,Московская обл.,Постамат,Постамат: PickPoint: 7701-131: Универсам,"115582, Домодедовская ул., д. 28",метро Домодедовская,62.9x40.5x35.8,XXL,15 кг,Карта,Ежедневно: 9-23,"Пн, Вт, Ср, Чт, Пт, Сб",Да,55.604742,37.712318,Нет,4198116.036394006,7480130.003786887
5005-033,Красково,Московская обл.,Постамат,Постамат: PickPoint: 5005-033: АЗС,"140050, Карла Маркса ул., д. 1А",,43.6x34.6x23,,15 кг,Наличные,Круглосуточно,"Вт, Чт, Сб",Нет,55.660814,37.973405,Нет,4227180.108286749,7491187.513888623
9902-025,Москва,Московская обл.,ПВЗ,ПВЗ: Ozon: 9902-025,"115516, Севанская ул., д. 13, к. 1, стр. 2",,180,XXL,31.5 кг,"Карта, Наличные",Ежедневно: 9-21,"Пн, Вт, Ср, Чт, Пт, Сб",Да,55.622777,37.65523,Нет,4191761.029303599,7483684.815822425
7705-539,Москва,Московская обл.,Постамат,Постамат: PickPoint: 7705-539: Магазин Рублевский,"109125, Васильцовский стан ул., д. 10, к. 1",,43.6x34.6x23,,15 кг,Наличные,Ежедневно: 9-20,"Пн, Вт, Ср, Чт, Пт, Сб",Нет,55.715753,37.753964,Нет,4202752.0479075825,7502036.968115761
7701-132,Москва,Московская обл.,Постамат,Постамат: PickPoint: 7701-132: ТЦ W,"115372, Бирюлевская ул., д. 51, к. 1",метро Царицыно,62.9x40.5x35.8,XXL,15 кг,Карта,Ежедневно: 10-21,"Пн, Вт, Ср, Чт, Пт, Сб",Да,55.582655,37.671507,Нет,4193572.97665524,7475778.74290456
9905-117,Москва,Московская обл.,Постамат,Постамат: Халва: 9905-117,"129347, Ярославское шоссе, д. 124",,38.2x35.2x45.7,L,15 кг,Карта,Круглосуточно,"Пн, Вт, Ср, Чт, Пт, Сб",Нет,55.87067,37.713632,Нет,4198262.310204907,7532712.672669788
5005-979,Химки,Московская обл.,Постамат,Постамат: Халва: 5005-979: Продукты,"141402, Московская ул., д. 13/1",,42.7x32.1x45.7,L,15 кг,Карта,Ежедневно: 9-22,"Пн, Вт, Ср, Чт, Пт, Сб",Нет,55.89022,37.445726,Нет,4168439.150704445,7536592.5307216365
5002-866,Москва,Московская обл.,ПВЗ,ПВЗ: Ozon: 5002-866,"108802, Сосенское поселение, Ясеневая ул., д. 5, к. 1",,180,XXL,31.5 кг,Оплата только на сайте,Ежедневно: 10-20,"Пн, Вт, Ср, Чт, Пт, Сб",Нет,55.568532,37.441228,Нет,4167938.4356348566,7472997.717009951
5005-995,Химки,Московская обл.,Постамат,Постамат: Халва: 5005-995: Магнит Косметик,"141401, Юннатов ул., д. 10",,38.2x35.2x45.7,L,15 кг,Карта,Ежедневно: 9:30-22,"Пн, Вт, Ср, Чт, Пт, Сб",Нет,55.896501,37.460485,Нет,4170082.115069063,7537839.461605519
9905-120,Москва,Московская обл.,Постамат,Постамат: Халва: 9905-120: Магазин Pintabeer,"109443, Волгоградский пр-кт, д. 145/8",,38.2x35.2x45.7,L,15 кг,Карта,Ежедневно: 11-23,"Пн, Вт, Ср, Чт, Пт, Сб",Нет,55.704855,37.77876,Нет,4205512.326001291,7499883.598708183
9905-121,Москва,Московская обл.,Постамат,Постамат: Халва: Магазин Авокадо: Каширское,"115409, Каширское шоссе, д. 60, к. 1",,38.2x35.2x45.7,L,15 кг,Карта,Круглосуточно,"Пн, Вт, Ср, Чт, Пт, Сб",Нет,55.644845,37.672664,Нет,4193701.7733060885,7488036.783343347
9905-124,Москва,Московская обл.,Постамат,Постамат: Халва: 9905-124: Магазин Мерси Маркет,"125481, Планерная ул., д. 24",,38.2x35.2x45.7,L,15 кг,Карта,Ежедневно: 9-23,"Пн, Вт, Ср, Чт, Пт, Сб",Нет,55.8684,37.439503,Нет,4167746.4095132384,7532262.29910216
9905-122,Москва,Московская обл.,Постамат,Постамат: Халва: 9905-122: Гастроном,"119017, Пятницкая ул., д. 37",метро Третьяковская,38.2x35.2x45.7,L,15 кг,Карта,Круглосуточно,"Пн, Вт, Ср, Чт, Пт, Сб",Нет,55.738619,37.628438,Нет,4188778.5575062656,7506557.085001644
9905-123,Москва,Московская обл.,Постамат,Постамат: Халва: БЦ на Павелецкой: Пункт продажи билетов,"115114, Кожевническая ул., д. 1, стр. 1",метро Павелецкая,38.2x35.2x45.7,L,15 кг,Карта,Ежедневно: 9-20,"Пн, Вт, Ср, Чт, Пт, Сб",Нет,55.730945,37.641601,Нет,4190243.855963577,7505039.8049433
7702-381,Москва,Московская обл.,ПВЗ,ПВЗ: Ситилинк: 7702-381: Универмаг Московский,"107140, Комсомольская пл., д. 6  пав. 229",метро Комсомольская,180,XXL,31.5 кг,"Карта, Наличные",Ежедневно: 10-21 (обед: 14-15),"Пн, Вт, Ср, Чт, Пт, Сб",Нет,55.775864,37.660413,Нет,4192337.99822438,7513925.294511298
5005-039,Зеленоград,Московская обл.,Постамат,Постамат: PickPoint: 5005-039: Фикс-Прайс,"124498, к. 406",,43.6x34.6x23,,15 кг,Наличные,Ежедневно: 9-21,"Вт, Чт, Сб",Нет,55.997922,37.210535,Нет,4142257.808345284,7558001.9961771555
9905-125,Москва,Московская обл.,Постамат,Постамат: Халва: 9905-125: Цветы,"127474, Бескудниковский б-р, д. 30, к. 3",,38.2x35.2x45.7,L,15 кг,Карта,Ежедневно: 8-22,"Пн, Вт, Ср, Чт, Пт, Сб",Нет,55.870055,37.556875,Нет,4180812.2007866264,7532590.652561494
9905-127,Москва,Московская обл.,Постамат,Постамат: Халва: 9905-127,"119331, Марии Ульяновой ул., д. 17А",,38.2x35.2x45.7,L,15 кг,Карта,Ежедневно: 9-21,"Пн, Вт, Ср, Чт, Пт, Сб",Нет,55.681373,37.522859,Нет,4177025.5569878016,7495245.758197559
7705-052,Москва,Московская обл.,Постамат,Постамат: PickPoint: 7705-052: ТЦ Наска Плаза,"109377, Рязанский пр-кт, д. 32, к. 3",метро Рязанский проспект,43.6x34.6x23,,15 кг,Наличные,Ежедневно: 9-21,"Пн, Вт, Ср, Чт, Пт, Сб",Нет,55.717874,37.78454,Нет,4206155.752658077,7502456.132880716
5005-036,Сергиев Посад,Московская обл.,Постамат,Постамат: PickPoint: 5005-036: Фикс-Прайс,"141303, Глинки ул., д. 8А",,43.6x34.6x23,,15 кг,Наличные,Ежедневно: 9-21,"Вт, Чт, Сб",Нет,56.327985,38.148694,Нет,4246693.19050841,7623987.193168959
9902-031,Московский,Московская обл.,ПВЗ,ПВЗ: PickPoint: 9902-031,"108811, Саларьевская ул., д. 9",,180,XXL,31.5 кг,Оплата только на сайте,Ежедневно: 10-21,"Пн, Вт, Ср, Чт, Пт, Сб",Нет,55.616351,37.416716,Нет,4165209.772276532,7482418.023260214
7705-042,Москва,Московская обл.,Постамат,Постамат: PickPoint: 7705-042: Фикс-Прайс,"127018, 1-й Стрелецкий проезд, д. 3Б",метро Марьина Роща,43.6x34.6x23,,15 кг,Наличные,Ежедневно: 11-16,"Пн, Вт, Ср, Чт, Пт, Сб",Нет,55.797478,37.607763,Нет,4186477.027034114,7518204.439507974
5005-466,Орехово-Зуево,Московская обл.,Постамат,Постамат: PickPoint: 5005-466: Фикс-Прайс,"142605, 1905 года ул., д. 17",,43.6x34.6x23,,15 кг,Наличные,Ежедневно: 9-21,"Пн, Ср, Пт",Нет,55.814138,38.983766,Нет,4339652.980324131,7521504.411547823
7705-538,Москва,Московская обл.,Постамат,Постамат: PickPoint: 7705-538: Фикс-Прайс,"127474, Бескудниковский б-р, д. 12",метро Верхние Лихоборы,43.6x34.6x23,,15 кг,Наличные,Ежедневно: 9-21,"Пн, Вт, Ср, Чт, Пт, Сб",Нет,55.861802,37.562955,Нет,4181489.0232906495,7530953.389151001
5005-471,Москва,Московская обл.,Постамат,Постамат: PickPoint: 5005-471: ТЦ Брусиловский,"117148, Брусилова ул., д. 41",,43.6x34.6x23,,15 кг,Наличные,Ежедневно: 10-21,"Пн, Вт, Ср, Чт, Пт, Сб",Нет,55.501993,37.601978,Нет,4185833.043779876,7459908.64850657
9905-129,Москва,Московская обл.,Постамат,Постамат: Халва: Дикси: Азовская,"117303, Азовская ул., д. 18",метро Севастопольская,42.7x21.1x45.7,,15 кг,Карта,Круглосуточно,"Пн, Вт, Ср, Чт, Пт, Сб",Нет,55.655885,37.597774,Нет,4185365.0566405808,7490214.870613813
9905-128,Москва,Московская обл.,Постамат,Постамат: Халва: 9905-128: Дикси,"109235, Батюнинская ул., д. 1",,42.7x21.1x45.7,,15 кг,Карта,Круглосуточно,"Пн, Вт, Ср, Чт, Пт, Сб",Нет,55.65759,37.708663,Нет,4197709.163655156,7490551.305690738
5002-287,Ивантеевка,Московская обл.,ПВЗ,ПВЗ: Ситилинк: 5002-287,"141282, Новая Слобода ул., д. 4",,180,XXL,31.5 кг,"Карта, Наличные",Ежедневно: 9-20 (обед: 14-15),"Вт, Чт, Сб",Нет,55.96863,37.91496,Нет,4220674.040647336,7552173.309209097
5001-241,Дмитров,Московская обл.,Постамат,Постамат: PickPoint: 5001-241: Торговый Центр,"141802, Космонавтов ул., д. 36А",,62.9x40.5x35.8,XXL,15 кг,Карта,Ежедневно: 9-19,"Вт, Чт, Сб",Да,56.336309,37.54913,Нет,4179950.0313304323,7625658.659551042
5001-570,Суханово,Московская обл.,Постамат,Постамат: PickPoint: 5001-570: Фасоль,"142710, тер Жилой комплекс Усадьба Суханово, д 4",,47x40.5x35.3,XXL,15 кг,Карта,Ежедневно: 9-23,"Пн, Вт, Ср, Чт, Пт, Сб",Да,55.532913,37.669888,Нет,4193392.7503996463,7465988.251849323
5001-079,Королёв,Московская обл.,Постамат,Постамат: PickPoint: 5001-079: ТЦ Подмосковье,"141060, Станционная пл., д. 20",,61.8x36.8x36,L,15 кг,Карта,Ежедневно: 10-20,"Пн, Вт, Ср, Чт, Пт, Сб",Да,55.927422,37.859399,Нет,4214489.018419371,7543980.975135563
7702-615,Москва,Московская обл.,ПВЗ,ПВЗ: PickPoint: 7702-615,"109507, Самаркандский б-р, квартал 137А, к. 4",метро Выхино,180,XXL,31.5 кг,"Карта, Наличные",Пн-Пт: 10-20 (обед: 15-15:40); Сб-Вс: 11-18,"Пн, Вт, Ср, Чт, Пт, Сб",Да,55.701145,37.821226,Нет,4210239.619497319,7499150.665394514
5005-461,Видное,Московская обл.,Постамат,Постамат: PickPoint: 5005-461: Магазин Продукты,"142701, Завидная ул., д. 1",,43.6x34.6x23,,15 кг,Наличные,Ежедневно: 7-23:59,"Пн, Ср, Пт",Нет,55.541521,37.726307,Нет,4199673.284750712,7467681.638720709
5005-449,Серпухов,Московская обл.,Постамат,Постамат: PickPoint: 5005-449: Фикс-Прайс,"142201, Красный Текстильщик ул., д. 15",,43.6x34.6x23,XXL,15 кг,Наличные,Ежедневно: 9-21,"Пн, Ср, Пт",Нет,54.917945,37.377871,Нет,4160885.5666566673,7345957.168946776
5005-034,Одинцово (Одинцовский),Московская обл.,Постамат,Постамат: PickPoint: 5005-034: ТК Евродом,"143003, Дальняя ул., д. 15",,43.6x34.6x23,,15 кг,Наличные,Ежедневно: 10-21,"Пн, Вт, Ср, Чт, Пт, Сб",Нет,55.66151,37.22818,Нет,4144222.040760332,7491324.865960063
7702-385,Москва,Московская обл.,ПВЗ,ПВЗ: PickPoint: 7702-385: ТЦ Лидер,"119633, Боровское шоссе, д. 27, пав. 26",метро Боровское шоссе,180,XXL,31.5 кг,"Карта, Наличные",Ежедневно: 9-21,"Пн, Вт, Ср, Чт, Пт, Сб",Да,55.64475,37.365748,Нет,4159536.0404697806,7488018.043409117
5005-040,совхоза им Ленина,Московская обл.,Постамат,Постамат: PickPoint: 5005-040: Фикс-Прайс,"142715, д. 6А",,43.6x34.6x23,,15 кг,Наличные,Ежедневно: 9-21,"Вт, Чт, Сб",Нет,55.586306,37.736401,Нет,4200796.94369078,7476497.841114678
9902-032,Москва,Московская обл.,ПВЗ,ПВЗ: Ozon: 9902-032,"117152, Загородное шоссе, д. 4, к. 2",,180,XXL,31.5 кг,Оплата только на сайте,Ежедневно: 10-21,"Пн, Вт, Ср, Чт, Пт, Сб",Нет,55.694801,37.608284,Нет,4186535.0244888174,7497897.530371379
7701-929,Москва,Московская обл.,Постамат,Постамат: PickPoint: 7701-929: Барбершоп,"127495, Дмитровское шоссе, д. 124А",,34.6x23.5x43.6,,15 кг,Карта,Ежедневно: 10-22,"Пн, Вт, Ср, Чт, Пт, Сб",Нет,55.926293,37.548919,Нет,4179926.542917875,7543756.647548693
9902-033,Москва,Московская обл.,ПВЗ,ПВЗ: PickPoint: 9902-033: БЦ Технопарк,"129626, Маломосковская ул., д. 22, стр. 1",,180,XXL,31.5 кг,Оплата только на сайте,Пн-Сб: 9-19; Вс: Выходной,"Пн, Вт, Ср, Чт, Пт, Сб",Нет,55.811848,37.652652,Нет,4191474.047656334,7521050.730222268
5001-605,Балашиха,Московская обл.,Постамат,Постамат: PickPoint: 5001-605: Магазин Леоновский Двор,"143982, Брагина ул., д. 1",,47x40.5x35.3,,15 кг,Карта,Ежедневно: 9-21,"Пн, Вт, Ср, Чт, Пт, Сб",Да,55.761725,37.964448,Нет,4226183.0196077125,7511127.335653205
9905-136,Москва,Московская обл.,Постамат,Постамат: Халва: 9905-136,"127521, 17-й Марьиной рощи проезд, д. 4",метро Бутырская,38.2x35.2x45.7,L,15 кг,Карта,Круглосуточно,"Пн, Вт, Ср, Чт, Пт, Сб",Нет,55.808713,37.610981,Нет,4186835.253155487,7520429.685751973
9905-135,Москва,Московская обл.,Постамат,Постамат: Халва: 9905-135: Дикси,"105122, Щелковское шоссе, д. 12, к. 1",,42.7x21.1x45.7,,15 кг,Карта,Круглосуточно,"Пн, Вт, Ср, Чт, Пт, Сб",Нет,55.806499,37.770129,Нет,4204551.527476255,7519991.121801151
5015-022,Наро-Фоминск,Московская обл.,Постамат,Постамат: Халва: 5015-022: Магнит Косметик,"143306, Профсоюзная ул., д. 37А",,38.2x35.2x45.7,L,15 кг,Карта,Ежедневно: 9-21,"Пн, Ср, Пт",Нет,55.379593,36.734439,Нет,4089259.0440565697,7435888.66117998
9905-133,Москва,Московская обл.,Постамат,Постамат: Халва: 9905-133: Дикси,"121471, Можайское шоссе, д. 13",,42.7x21.1x45.7,,15 кг,Карта,Ежедневно: 5-2,"Пн, Вт, Ср, Чт, Пт, Сб",Нет,55.720421,37.43431,Нет,4167168.3273975495,7502959.516405332
9905-132,Москва,Московская обл.,Постамат,Постамат: Халва: 9905-132: Дикси,"117545, Подольских Курсантов ул., д. 2",метро Пражская,42.7x21.1x45.7,,15 кг,Карта,Ежедневно: 8-23,"Пн, Вт, Ср, Чт, Пт, Сб",Нет,55.609016,37.611188,Нет,4186858.296290081,7480972.288283052
5015-021,Балашиха,Московская обл.,Постамат,Постамат: Халва: 5015-021: Совкомбанк,"143912, Советская ул., д. 2/9",,38.2x35.2x45.7,L,15 кг,Карта,Пн-Пт: 9-21; Сб: 9-17; Вс: Выходной,"Пн, Вт, Ср, Чт, Пт, Сб",Нет,55.795417,37.934643,Нет,4222865.14218462,7517796.2998082
7701-574,Москва,Московская обл.,Постамат,Постамат: PickPoint: 7701-574: ТЦ Мегаполис,"125368, Митинская ул., д. 39",метро Митино,47x40.5x35.3,,15 кг,Карта,Ежедневно: 10-21,"Пн, Вт, Ср, Чт, Пт, Сб",Да,55.848983,37.354016,Нет,4158230.0402037934,7528410.993827999
7705-048,Москва,Московская обл.,Постамат,Постамат: PickPoint: 7705-048: ТЦ Альбатрос,"105187, Измайловское шоссе, д. 69Д",метро Партизанская,34.6x23.5x43.6,,15 кг,Карта,Ежедневно: 10-21,"Пн, Вт, Ср, Чт, Пт, Сб",Нет,55.788414,37.748008,Нет,4202089.029020417,7516409.657521429
