Name,AdmArea,District,Address,FacilityArea,ObjectType,Specialization,PeriodOfPlacement,ContractType,ContractStatus,ContractNumber,NameOfBusinessEntity,ContractBegin,ContractEnd,ObjectPhoto,StartDateTrading,EndDateTrading,geoData,global_id,longitude,latitude,x,y
Тележка мороженое на Патриарший Большой переулок (со стороны Малой Бронной улицы),Центральный административный округ,Пресненский район,"город Москва, Большой Патриарший переулок, владение 7, сооружение 1",2.5,"передвижной торговый объект (тележки, лотки, палатки и иные специальные приспособления)","['выпечка', 'мороженое', 'горячие напитки']",с 1 мая по 1 октября,договор на осуществление торговой деятельности,действует,НТО-02-06-007767,Прогресс,09.06.2021,09.06.2026,,04.06.2021,,"{'coordinates': [37.593292, 55.763437], 'type': 'Point'}",846485171,37.593292,55.763437,4184866.1226828448,7511466.068390464
Тележка мороженое на Тверской заставы площадь (участок 2),Центральный административный округ,Тверской район,"Российская Федерация, город Москва, внутригородская территория муниципальный округ Тверской, площадь Тверская Застава, земельный участок 1",2.5,"передвижной торговый объект (тележки, лотки, палатки и иные специальные приспособления)","['выпечка', 'горячие напитки', 'мороженое']",с 1 января по 31 декабря,договор на осуществление торговой деятельности,аннулирован,НТО-02-06-004553,Нощенко Антон Евгеньевич,20.11.2017,20.11.2022,,18.05.2018,06.10.2018,"{'coordinates': [37.582598, 55.775585], 'type': 'Point'}",846485172,37.582598,55.775585,4183675.672048301,7513870.07354016
Тележка мороженое на Ермолаевский переулок (сквер напротив д.7),Центральный административный округ,Пресненский район,"Российская Федерация, город Москва, внутригородская территория муниципальный округ Пресненский, Ермолаевский переулок, дом 7",2.5,"передвижной торговый объект (тележки, лотки, палатки и иные специальные приспособления)","['мороженое', 'горячие напитки', 'выпечка']",с 1 января по 31 декабря,договор на осуществление торговой деятельности,действует,НТО-02-06-005585,Маргарян Ашот Арамович,31.07.2018,31.07.2023,,03.08.2018,03.08.2023,"{'coordinates': [37.592232, 55.763265], 'type': 'Point'}",846485175,37.592232,55.763265,4184748.124022605,7511432.036158373
"Тележка мороженое на Лубянский пр., вл. 27 1, стр. 1",Центральный административный округ,Басманный район,"город Москва, Лубянский проезд, дом 27/1, строение 1",2.5,"передвижной торговый объект (тележки, лотки, палатки и иные специальные приспособления)","['мороженое', 'горячие напитки', 'выпечка']",с 1 января по 31 декабря,договор на осуществление торговой деятельности,действует,НТО-02-06-006919,СЛАВ ИНВЕСТ СИТИ,03.06.2020,03.06.2025,,07.08.2020,07.08.2025,"{'coordinates': [37.634892, 55.754174], 'type': 'Point'}",846485202,37.634892,55.754174,4189497.013499845,7509633.488021322
"Тележка на Б. Тульская ул. ,вл. 2",Южный административный округ,Даниловский район,"Российская Федерация, город Москва, внутригородская территория муниципальный округ Даниловский, Большая Тульская улица, дом 2",2.5,"передвижной торговый объект (тележки, лотки, палатки и иные специальные приспособления)","['мороженое', 'горячие напитки', 'выпечка']",с 1 января по 31 декабря,договор на осуществление торговой деятельности,аннулирован,НТО-02-06-006453,СЛАВ ИНВЕСТ 777,19.08.2019,19.08.2024,,,15.04.2022,"{'coordinates': [37.6212054491043, 55.7106669288636], 'type': 'Point'}",846485210,37.6212054491043,55.7106669288636,4187973.43362342,7501031.920894769
Цветы на пересечение Ясеневая улица и ул. Генерала Белова,Южный административный округ,район Орехово-Борисово Южное,"город Москва, Ясеневая улица, владение 13А",22.6,павильон,цветы,с 1 января по 31 декабря,договор на осуществление торговой деятельности,аннулирован,НТО-01-01-004619,Алиев Махир Сархад Оглы,04.12.2017,04.12.2022,,29.12.2017,24.07.2018,"{'coordinates': [37.726099, 55.60245], 'type': 'Point'}",846485249,37.726099,55.60245,4199650.130296627,7479678.35322848
Мороженое на Микрорайон В у дома 4,Троицкий административный округ,поселение Троицк,"город Москва, город Троицк, микрорайон ""В"", дом 6",6.0,киоск,мороженое,с 1 января по 31 декабря,договор на осуществление торговой деятельности,действует,НТО-01-02-004374,РОЗА,16.10.2017,31.12.2023,,01.12.2017,31.12.2023,"{'coordinates': [37.297294, 55.487787], 'type': 'Point'}",846994831,37.297294,55.487787,4151915.776047018,7457117.013416348
"Мороженое на Крюковская площадь, со стороны старого перехода",Зеленоградский административный округ,район Старое Крюково,"город Москва, город Зеленоград, Крюковская площадь, дом 1, строение 1",2.5,"передвижной торговый объект (тележки, лотки, палатки и иные специальные приспособления)",мороженое,с 1 января по 31 декабря,договор на осуществление торговой деятельности,действует,НТО-02-06-005854,Слав Инвест Сити,12.11.2018,12.11.2023,,01.05.2019,01.05.2024,"{'coordinates': [37.1743735671043, 55.980734691978], 'type': 'Point'}",846995363,37.1743735671043,55.980734691978,4138232.3360489793,7554581.433687084
"Тележка на сквер у ст. м. Кунцевская Малая Филёвская улица, дом 68",Западный административный округ,район Фили-Давыдково,"Российская Федерация, город Москва, внутригородская территория муниципальный округ Фили-Давыдково, Малая Филёвская улица, дом 68",2.3,"передвижной торговый объект (тележки, лотки, палатки и иные специальные приспособления)","['мороженое', 'горячие напитки', 'выпечка']",с 1 января по 31 декабря,договор на осуществление торговой деятельности,аннулирован,НТО-02-06-006069,Слав Инвест Сити,18.01.2019,18.01.2024,,18.01.2019,20.09.2021,"{'coordinates': [37.447461, 55.731934], 'type': 'Point'}",847138894,37.447461,55.731934,4168632.2900209706,7505235.330287034
"Тележка мороженое на Крымский Вал, вл. 3",Центральный административный округ,район Якиманка,"Российская Федерация, город Москва, внутригородская территория муниципальный округ Якиманка, улица Крымский Вал, дом 3, корпус 1",2.5,"передвижной торговый объект (тележки, лотки, палатки и иные специальные приспособления)","['мороженое', 'горячие напитки', 'выпечка']",с 1 января по 31 декабря,договор на осуществление торговой деятельности,аннулирован,НТО-02-06-004510,СИМОНЯН САМВЕЛ ЖОРЖИКОВИЧ,14.11.2017,31.12.2023,,01.05.2018,14.10.2022,"{'coordinates': [37.609535, 55.730197], 'type': 'Point'}",847139104,37.609535,55.730197,4186674.2851718,7504891.928600057
"Тележка мороженое на Якиманская набережная, вл. 2",Центральный административный округ,район Якиманка,"Российская Федерация, город Москва, внутригородская территория муниципальный округ Якиманка, Якиманская набережная, дом 2",2.5,"передвижной торговый объект (тележки, лотки, палатки и иные специальные приспособления)","['мороженое', 'горячие напитки', 'выпечка']",с 1 января по 31 декабря,договор на осуществление торговой деятельности,действует,НТО-02-06-007738,ДЖИОЕВА СВЕТЛАНА ВИКТОРОВНА,04.06.2021,04.06.2026,,04.06.2021,,"{'coordinates': [37.611801, 55.739916], 'type': 'Point'}",847139156,37.611801,55.739916,4186926.5351379374,7506813.553388471
"Цветы на Луганская улица, владение 15",Южный административный округ,район Царицыно,"Российская Федерация, город Москва, внутригородская территория муниципальный округ Царицыно, Луганская улица, дом 13",22.6,павильон,цветы,с 1 января по 31 декабря,договор на осуществление торговой деятельности,аннулирован,НТО-01-01-004617,Алиев Махир Сархад Оглы,04.12.2017,04.12.2022,,29.12.2017,01.09.2021,"{'coordinates': [37.67002, 55.621393], 'type': 'Point'}",847191706,37.67002,55.621393,4193407.444572431,7483411.96277912
"Мороженое на Новый Арбат улица, вл.17",Центральный административный округ,район Арбат,"улица Новый Арбат, дом 17, помещение 1П",2.5,"передвижной торговый объект (тележки, лотки, палатки и иные специальные приспособления)","['мороженое', 'горячие напитки', 'выпечка']",с 1 января по 31 декабря,договор на осуществление торговой деятельности,действует,НТО-02-06-008698,СЛАВ ИНВЕСТ СИТИ,25.04.2022,25.04.2027,,29.04.2022,29.04.2027,"{'coordinates': [37.590713, 55.752141], 'type': 'Point'}",850414513,37.590713,55.752141,4184579.0297160894,7509231.340078344
"Тележка мороженое на Дмитровка Большая улица, вл.6",Центральный административный округ,Тверской район,"Российская Федерация, город Москва, внутригородская территория муниципальный округ Тверской, улица Большая Дмитровка, дом 6",2.5,"передвижной торговый объект (тележки, лотки, палатки и иные специальные приспособления)","['мороженое', 'горячие напитки', 'выпечка']",с 1 января по 31 декабря,договор на осуществление торговой деятельности,действует,НТО-02-06-008706,СТРИТ РИТЕЙЛ,25.04.2022,25.04.2027,,28.04.2022,28.04.2027,"{'coordinates': [37.616297, 55.76019], 'type': 'Point'}",850414521,37.616297,55.76019,4187427.027568544,7510823.636410183
"Мороженое на Дмитровское шоссе, вл. 42",Северный административный округ,Тимирязевский район,"город Москва, Дмитровское шоссе, дом 42",6.0,киоск,мороженое,с 1 января по 31 декабря,договор на осуществление торговой деятельности,действует,НТО-01-02-004797,Спутник,29.06.2016,29.06.2021,,26.02.2018,26.02.2023,"{'coordinates': [37.570661, 55.841686], 'type': 'Point'}",850414523,37.570661,55.841686,4182346.851286703,7526964.152576205
Тележка мороженое на Арбат ул. 16,Центральный административный округ,район Арбат,"Российская Федерация, город Москва, внутригородская территория муниципальный округ Арбат, улица Арбат, дом 16/2, строение 1",2.5,"передвижной торговый объект (тележки, лотки, палатки и иные специальные приспособления)","['мороженое', 'горячие напитки', 'выпечка']",с 1 января по 31 декабря,договор на осуществление торговой деятельности,действует,НТО-02-06-008701,ИВАНОВА ТАТЬЯНА ЮРЬЕВНА,25.04.2022,25.04.2027,,29.04.2022,29.04.2027,"{'coordinates': [37.594771, 55.750412], 'type': 'Point'}",850414531,37.594771,55.750412,4185030.764209728,7508889.342899011
"Тележка мороженое на Садово-Кудринская, вл. 3, стр. 1",Центральный административный округ,Пресненский район,"Российская Федерация, город Москва, внутригородская территория муниципальный округ Пресненский, Садовая-Кудринская улица, дом 3, строение 1",2.5,"передвижной торговый объект (тележки, лотки, палатки и иные специальные приспособления)","['мороженое', 'горячие напитки', 'выпечка']",с 1 января по 31 декабря,договор на осуществление торговой деятельности,действует,НТО-02-06-007774,СЛАВ ИНВЕСТ СИТИ,16.06.2021,16.06.2026,,16.06.2021,,"{'coordinates': [37.585071, 55.760151], 'type': 'Point'}",850414537,37.585071,55.760151,4183950.965149033,7510815.920428787
"Тележка мороженое на Никольская улица, дом 12",Центральный административный округ,Тверской район,"город Москва, Никольская улица, дом 12",2.5,"передвижной торговый объект (тележки, лотки, палатки и иные специальные приспособления)","['мороженое', 'горячие напитки', 'выпечка']",с 1 января по 31 декабря,договор на осуществление торговой деятельности,действует,НТО-02-06-004807,МОСХЛАДТОРГ,14.02.2018,14.02.2023,,18.05.2018,18.05.2023,"{'coordinates': [37.625118, 55.759047], 'type': 'Point'}",850414543,37.625118,55.759047,4188408.976796832,7510597.502002534
"Тележка мороженое на 2-я Фрунзенская набережная(Фрунзенская набережная, 24)",Центральный административный округ,район Хамовники,"Российская Федерация, город Москва, внутригородская территория муниципальный округ Хамовники, Фрунзенская набережная, дом 24",2.5,"передвижной торговый объект (тележки, лотки, палатки и иные специальные приспособления)","['мороженое', 'горячие напитки', 'выпечка']",с 1 января по 31 декабря,договор на осуществление торговой деятельности,действует,НТО-02-06-004814,Овсепян Гарник Мартунович,14.02.2018,14.02.2023,,01.05.2018,01.05.2023,"{'coordinates': [37.589001, 55.725778], 'type': 'Point'}",850414587,37.589001,55.725778,4184388.4507478513,7504018.369346959
"№ 68, Между Центральной аллеей и Большим массовым полем",Центральный административный округ,район Якиманка,"Российская Федерация, город Москва, внутригородская территория муниципальный округ Якиманка, улица Крымский Вал, дом 9, строение 1",798.19,павильон,общественное питание,с 1 января по 31 декабря,договор на осуществление торговой деятельности,действует,НТО-04-01-006082,МАСТЕРСКИЕ 44,11.02.2019,11.02.2024,,11.02.2019,11.02.2024,"{'coordinates': [37.598116, 55.727745], 'type': 'Point'}",850472357,37.598116,55.727745,4185403.127906431,7504407.198741694
"Хлебобулочные изделия на Б. Кисловский пер., д. 10",Центральный административный округ,район Арбат,"Российская Федерация, город Москва, внутригородская территория муниципальный округ Арбат, Большой Кисловский переулок, дом 8",6.0,киоск,хлеб,с 1 января по 31 декабря,договор на осуществление торговой деятельности,действует,НТО-01-02-004905,Панкин Сергей Сергеевич,16.02.2018,16.02.2023,,18.06.2018,18.06.2023,"{'coordinates': [37.606318, 55.7546329999999], 'type': 'Point'}",857131500,37.606318,55.7546329999999,4186316.1703699194,7509724.28575976
Мороженое на ул. Маршала Тухачевского вл.28,Северо-Западный административный округ,район Хорошёво-Мнёвники,"город Москва, улица Маршала Тухачевского, дом 28, корпус 1",6.0,киоск,мороженое,с 1 января по 31 декабря,договор на осуществление торговой деятельности,действует,НТО-01-02-004882,Айс Маркет,21.11.2017,21.11.2022,,22.01.2018,22.01.2023,"{'coordinates': [37.4739481508732, 55.7840410451276], 'type': 'Point'}",857131786,37.4739481508732,55.7840410451276,4171580.82616874,7515543.908729722
"Цветы на ул.Б.Тульская,вл.9",Южный административный округ,Даниловский район,"город Москва, Большая Тульская улица, дом 9",6.0,киоск,цветы,с 1 января по 31 декабря,договор на осуществление торговой деятельности,действует,НТО-01-02-005053,Захаров Сергей Алексеевич,22.02.2018,22.02.2023,,07.09.2018,07.09.2023,"{'coordinates': [37.6231634616852, 55.7104553767961], 'type': 'Point'}",861665355,37.6231634616852,55.7104553767961,4188191.398586893,7500990.119394946
Тележка на пл. Европы вл. 2,Западный административный округ,район Дорогомилово,"Российская Федерация, город Москва, внутригородская территория муниципальный округ Дорогомилово, площадь Европы, дом 2",2.3,"передвижной торговый объект (тележки, лотки, палатки и иные специальные приспособления)",мороженое,с 1 января по 31 декабря,договор на осуществление торговой деятельности,аннулирован,НТО-02-06-006842,ВОРОНЦОВ ДМИТРИЙ ЮРЬЕВИЧ,28.03.2020,28.03.2025,,28.03.2020,11.03.2021,"{'coordinates': [37.568707, 55.742838], 'type': 'Point'}",861665393,37.568707,55.742838,4182129.333001693,7507391.380016206
"Цветы на ул.Б.Тульская,вл.13",Южный административный округ,Даниловский район,"город Москва, Большая Тульская улица, дом 13",6.0,киоск,цветы,с 1 января по 31 декабря,договор на осуществление торговой деятельности,аннулирован,НТО-01-02-005063,Чернышев Максим Владимирович,22.02.2018,22.02.2023,,01.08.2019,16.03.2020,"{'coordinates': [37.6224553585052, 55.707360541316], 'type': 'Point'}",862700835,37.6224553585052,55.707360541316,4188112.572901465,7500378.623168648
"Мороженое на Арбатский пер, вл. 1",Центральный административный округ,район Арбат,"Российская Федерация, город Москва, внутригородская территория муниципальный округ Арбат, улица Арбат, дом 10",8.0,киоск,мороженое,с 1 января по 31 декабря,договор на осуществление торговой деятельности,действует,НТО-01-02-006742,ТОРГОВЫЙ РЯД,13.01.2020,13.01.2025,,02.03.2020,02.03.2025,"{'coordinates': [37.596876, 55.751738], 'type': 'Point'}",863477063,37.596876,55.751738,4185265.091737848,7509151.625095259
Овощи и фрукты на п. Фабрики им. 1 Мая у д. 7,Новомосковский административный округ,поселение Рязановское,"город Москва, поселение Рязановское, посёлок Фабрики имени 1 Мая, дом 7",6.0,киоск,овощи и фрукты,с 1 января по 31 декабря,договор на осуществление торговой деятельности,действует,НТО-01-02-005100,Зайцев Алексей Сергеевич,14.05.2018,14.05.2023,,27.08.2018,27.08.2023,"{'coordinates': [37.500857, 55.488187], 'type': 'Point'}",863477125,37.500857,55.488187,4174576.305551369,7457195.604036643
"Бытовые услуги на Чонгарский бульв., вл. 10, к. 1",Южный административный округ,Нагорный район,"Российская Федерация, город Москва, внутригородская территория муниципальный округ Нагорный, Чонгарский бульвар, дом 10, корпус 1",6.0,киоск,бытовые услуги,с 1 января по 31 декабря,договор на осуществление торговой деятельности,действует,НТО-01-02-005073,Давидов Георгий Робертович,23.04.2018,23.04.2023,,07.09.2018,07.09.2023,"{'coordinates': [37.614380999, 55.65351], 'type': 'Point'}",863477323,37.614380999,55.65351,4187213.739312864,7489746.253796867
"Прокат на Зеленоград, Площадь Юности",Зеленоградский административный округ,район Матушкино,"Российская Федерация, город Москва, внутригородская территория муниципальный округ Матушкино, город Зеленоград, площадь Юности, дом 1",6.0,киоск,прокат,с 1 января по 31 декабря,договор на осуществление торговой деятельности,действует,НТО-01-02-005068,Чистов Алексей Дмитриевич,07.05.2018,07.05.2023,,,,"{'coordinates': [37.208969, 56.003052], 'type': 'Point'}",863477340,37.208969,56.003052,4142083.4820227018,7559023.246950611
"Цветы на Домодедовская ул., вл. 1, корп. 1",Южный административный округ,район Орехово-Борисово Северное,"Российская Федерация, город Москва, внутригородская территория муниципальный округ Орехово-Борисово Северное, Домодедовская улица, дом 1, корпус 1",6.0,киоск,цветы,с 1 января по 31 декабря,договор на осуществление торговой деятельности,аннулирован,НТО-01-02-005078,Пономарева Наталия Владимировна,22.02.2018,22.02.2023,,19.08.2019,19.08.2019,"{'coordinates': [37.706918, 55.614575], 'type': 'Point'}",863477508,37.706918,55.614575,4197514.911143722,7482067.947278325
"Хлеб, хлебобулочные изделия на ул. Радужная, д.19, к.3",Новомосковский административный округ,поселение Московский,"город Москва, город Московский, Радужная улица, дом 19, корпус 1",6.0,киоск,"хлеб, хлебобулочные изделия",с 1 января по 31 декабря,договор на осуществление торговой деятельности,действует,НТО-01-02-005613,Расулов Камал Мусахан Оглы,13.08.2018,13.08.2023,,01.10.2018,01.10.2023,"{'coordinates': [37.373869, 55.588383], 'type': 'Point'}",864219908,37.373869,55.588383,4160440.066054512,7476906.955319812
"№ 7, Центральный круг парка",Восточный административный округ,район Перово,"город Москва, улица Лазо, дом 7",2.5,"передвижной торговый объект (тележки, лотки, палатки и иные специальные приспособления)",кондитерские товары,с 1 мая по 1 октября,договор на размещение,аннулирован,НТО-04-06-005302,Канарский Михаил Михайлович,04.06.2018,04.06.2023,,04.06.2018,01.08.2018,"{'coordinates': [37.775797, 55.742164], 'type': 'Point'}",864848520,37.775797,55.742164,4205182.486350072,7507258.092417064
"№ 13, Центральный круг парка",Восточный административный округ,район Перово,"город Москва, улица Лазо, дом 7",16.0,киоск,общественное питание,с 1 января по 31 декабря,договор на размещение,действует,НТО-04-02-005304,Абрамов Давид Владиславович,01.04.2018,01.04.2023,,01.04.2018,01.04.2023,"{'coordinates': [37.776329, 55.74187], 'type': 'Point'}",864927301,37.776329,55.74187,4205241.708319173,7507199.952850125
"№ 1, Центральная Восточная часть парка",Восточный административный округ,район Перово,"город Москва, улица Лазо, дом 7",16.0,киоск,общественное питание,с 1 января по 31 декабря,договор на размещение,действует,НТО-04-02-007326,ЧУРКИН ПЕТР АЛЕКСЕЕВИЧ,14.12.2020,14.12.2025,,,,"{'coordinates': [37.77349, 55.742099], 'type': 'Point'}",864927302,37.77349,55.742099,4204925.672284811,7507245.23839346
"№ 16, Юго-западная часть парка",Восточный административный округ,район Перово,"город Москва, улица Лазо, дом 7",16.0,киоск,общественное питание,с 1 января по 31 декабря,договор на осуществление торговой деятельности,действует,НТО-04-02-005306,ОСТРОВСКИЙ ИГОРЬ МИХАЙЛОВИЧ,01.04.2018,01.04.2023,,01.04.2018,01.04.2023,"{'coordinates': [37.773147, 55.740804], 'type': 'Point'}",864927303,37.773147,55.740804,4204887.48969947,7506989.151154884
"№ 23, Центральная, западная часть парка",Восточный административный округ,район Перово,"город Москва, улица Лазо, дом 7",4.0,торговый автомат,общественное питание,с 1 января по 31 декабря,договор на размещение,действует,НТО-04-03-005307,Стимул,12.03.2018,12.03.2023,,12.03.2018,12.03.2023,"{'coordinates': [37.772166, 55.739818], 'type': 'Point'}",864927305,37.772166,55.739818,4204778.285279001,7506794.174600497
"№ 14, Центральная, южная часть парка",Восточный административный округ,район Перово,"город Москва, улица Лазо, дом 7",16.0,киоск,прокат,с 1 января по 31 декабря,договор на размещение,аннулирован,НТО-04-02-005305,СПОРТГРАНД,17.04.2018,17.04.2023,,17.04.2018,01.09.2018,"{'coordinates': [37.775771, 55.741743], 'type': 'Point'}",864927306,37.775771,55.741743,4205179.59204331,7507174.838274711
"№ 20, Южная часть окружной аллеи на развилке",Юго-Западный административный округ,Обручевский район,"Российская Федерация, город Москва, внутригородская территория муниципальный округ Обручевский, Воронцовский парк, дом 3",11.0,киоск,общественное питание,с 1 января по 31 декабря,договор на размещение,действует,НТО-04-02-005309,ОРГАНИК КОФЕ,29.01.2018,29.01.2023,,29.01.2018,29.01.2023,"{'coordinates': [37.528576, 55.666053], 'type': 'Point'}",864990379,37.528576,55.666053,4177661.9705166672,7492221.463984097
"№ 14, На берегу большого пруда в кармане",Юго-Западный административный округ,Обручевский район,"Российская Федерация, город Москва, внутригородская территория муниципальный округ Обручевский, Воронцовский парк, дом 3",37.0,павильон,общественное питание,с 1 января по 31 декабря,договор на размещение,действует,НТО-04-01-005308,Рестопарк,29.01.2018,29.01.2023,,29.01.2018,29.01.2023,"{'coordinates': [37.529023, 55.667569], 'type': 'Point'}",864990380,37.529023,55.667569,4177711.730329053,7492520.682083766
"№ 7, Площадка в парке около пункта проката по адресу ул. Менжинского, д. 6, стр.8",Северо-Восточный административный округ,Лосиноостровский район,"город Москва, внутригородская территория муниципальный округ Лосиноостровский, улица Менжинского, дом 6, строение 8",5.0,киоск,общественное питание,с 1 января по 31 декабря,договор на осуществление торговой деятельности,действует,НТО-04-02-006996,СЫЧЕВ ИЛЬЯ ВАЛЕРЬЕВИЧ,15.07.2020,15.07.2025,,,,"{'coordinates': [37.68441, 55.868538], 'type': 'Point'}",864990381,37.68441,55.868538,4195009.332044946,7532289.677889127
"№ 6, Площадка в парке около пункта проката по адресу ул. Менжинского, д. 6, стр.8",Северо-Восточный административный округ,Лосиноостровский район,"город Москва, внутригородская территория муниципальный округ Лосиноостровский, улица Менжинского, дом 6, строение 8",5.0,киоск,детские товары,с 1 января по 31 декабря,договор на осуществление торговой деятельности,действует,НТО-04-02-005312,КРАСНОВ АНДРЕЙ НИКОЛАЕВИЧ,19.02.2018,19.02.2023,,19.02.2018,19.02.2023,"{'coordinates': [37.684489, 55.868596], 'type': 'Point'}",864990382,37.684489,55.868596,4195018.126284719,7532301.184944566
"№ 21, Южная часть окружной аллеи Большого пруда",Юго-Западный административный округ,Обручевский район,"Российская Федерация, город Москва, внутригородская территория муниципальный округ Обручевский, Воронцовский парк, дом 3",56.0,киоск,общественное питание,с 1 января по 31 декабря,договор на размещение,действует,НТО-04-02-005310,Рестопарк,29.01.2018,29.01.2023,,29.01.2018,29.01.2023,"{'coordinates': [37.528855, 55.665959], 'type': 'Point'}",864990383,37.528855,55.665959,4177693.028654599,7492202.911264577
"№ 4, Площадка в парке рядом с арт объектом «Велосипедист»",Северо-Восточный административный округ,Лосиноостровский район,"Российская Федерация, город Москва, внутригородская территория муниципальный округ Лосиноостровский, улица Менжинского, дом 6, строение 3",15.0,киоск,общественное питание,с 1 января по 31 декабря,договор на осуществление торговой деятельности,действует,НТО-04-02-005311,ВКУС ЛАТТЕ,19.02.2018,19.02.2023,,19.02.2018,19.02.2023,"{'coordinates': [37.681367, 55.866822], 'type': 'Point'}",864990384,37.681367,55.866822,4194670.586834462,7531949.235541128
"Цветы на Чонгарский бульвар, вл.26",Юго-Западный административный округ,район Зюзино,"Российская Федерация, город Москва, внутригородская территория муниципальный округ Зюзино, Чонгарский бульвар, дом 26",19.2,павильон,цветы,с 1 января по 31 декабря,договор на осуществление торговой деятельности,действует,НТО-01-01-007814,БАКАНОВА ОЛЬГА ВИКТОРОВНА,21.06.2021,21.06.2026,,21.06.2021,21.06.2026,"{'coordinates': [37.60097499, 55.653522], 'type': 'Point'}",865099197,37.60097499,55.653522,4185721.389217414,7489748.621473543
"Цветы на ул. Бирюлевская, д.15",Южный административный округ,район Бирюлёво Восточное,"Российская Федерация, город Москва, внутригородская территория муниципальный округ Бирюлево Восточное, Бирюлёвская улица, дом 15",19.2,павильон,цветы,с 1 января по 31 декабря,договор на осуществление торговой деятельности,аннулирован,НТО-01-01-005297,Алиев Махир Сархад Оглы,09.06.2018,09.06.2023,,15.01.2019,01.08.2021,"{'coordinates': [37.66284, 55.596452], 'type': 'Point'}",865099202,37.66284,55.596452,4192608.170628536,7478496.540910563
"Цветы на ул. Судостроительная, вл. 21 11",Южный административный округ,район Нагатинский Затон,"город Москва, Судостроительная улица, дом 21/11",19.2,павильон,цветы,с 1 января по 31 декабря,договор на осуществление торговой деятельности,действует,НТО-01-01-006718,АЛИЕВ АББАС АСИНОВИЧ,05.11.2019,05.11.2024,,02.12.2019,02.12.2024,"{'coordinates': [37.675882, 55.681547], 'type': 'Point'}",865099206,37.675882,55.681547,4194059.999427461,7495280.11403384
"Кондитерские изделия на Тишинская площадь, вл.6",Центральный административный округ,Пресненский район,"Российская Федерация, город Москва, внутригородская территория муниципальный округ Пресненский, Тишинская площадь, дом 6",8.0,киоск,кондитерские изделия,с 1 января по 31 декабря,договор на осуществление торговой деятельности,аннулирован,НТО-01-02-008265,БАГДАСАРОВА ОЛЕСЯ ВЛАДИМИРОВНА,25.10.2021,25.10.2026,,01.12.2021,18.03.2022,"{'coordinates': [37.584547, 55.770043], 'type': 'Point'}",865099232,37.584547,55.770043,4183892.6337358574,7512773.257158316
"Мороженое на Зеленоград, у Михайловских прудов ( у корп. 1550)",Зеленоградский административный округ,район Крюково,"город Москва, город Зеленоград, корпус 1550",2.5,"передвижной торговый объект (тележки, лотки, палатки и иные специальные приспособления)","['мороженое', 'горячие напитки', 'выпечка']",с 1 января по 31 декабря,договор на осуществление торговой деятельности,действует,НТО-02-06-005193,Слав Инвест Сити,04.06.2018,04.06.2023,,06.07.2018,06.07.2023,"{'coordinates': [37.152777, 55.978396], 'type': 'Point'}",865099412,37.152777,55.978396,4135828.217196046,7554116.112274941
"Мороженое на Зеленоград, у Черного озера (у корп. 621Б)",Зеленоградский административный округ,район Савёлки,"Российская Федерация, город Москва, внутригородская территория муниципальный округ Савелки, город Зеленоград, корпус 621Б",2.5,"передвижной торговый объект (тележки, лотки, палатки и иные специальные приспособления)","['мороженое', 'горячие напитки', 'выпечка']",с 1 января по 31 декабря,договор на осуществление торговой деятельности,действует,НТО-02-06-005194,Слав Инвест Сити,04.06.2018,04.06.2023,,06.07.2018,06.07.2023,"{'coordinates': [37.235502, 55.992182], 'type': 'Point'}",865099415,37.235502,55.992182,4145037.12207192,7556859.470801429
"Хлеб, хлебобудлочные изделия на ул. Новокузнецкая, вл. 39",Центральный административный округ,район Замоскворечье,"Российская Федерация, город Москва, внутригородская территория муниципальный округ Замоскворечье, Новокузнецкая улица, дом 39",6.0,киоск,"хлеб, хлебобулочные изделия",с 1 января по 31 декабря,договор на осуществление торговой деятельности,действует,НТО-01-02-005290,ДЖГАМАДЗЕ МАРИНЕ ОТАРИЕВНА,22.02.2018,22.02.2023,,16.07.2018,16.07.2023,"{'coordinates': [37.635577, 55.732517], 'type': 'Point'}",865099420,37.635577,55.732517,4189573.2673510383,7505350.59173349
"Тележка у Городского пруда ( Зеленоград, Озёрная аллея, дом 10)",Зеленоградский административный округ,район Савёлки,"город Москва, город Зеленоград, Озёрная аллея, дом 10",2.5,"передвижной торговый объект (тележки, лотки, палатки и иные специальные приспособления)","['мороженое', 'горячие напитки', 'выпечка']",с 1 января по 31 декабря,договор на осуществление торговой деятельности,действует,НТО-02-06-005192,Слав Инвест Сити,04.06.2018,04.06.2023,,06.07.2018,06.07.2023,"{'coordinates': [37.221737, 55.986465], 'type': 'Point'}",865099424,37.221737,55.986465,4143504.80928115,7555721.692102872
"№ 5, Центральный круг парка",Восточный административный округ,район Перово,"город Москва, улица Лазо, дом 7",49.0,павильон,прокат,с 1 января по 31 декабря,договор на размещение,действует,НТО-04-01-005314,Фимушкин Сергей Юрьевич,12.06.2018,12.06.2023,,12.06.2018,12.06.2023,"{'coordinates': [37.775738, 55.741812], 'type': 'Point'}",865392320,37.775738,55.741812,4205175.918500114,7507188.48319137
